text	tokenized	tok_nostem	preprocessed	label
I had it great .	['i', 'had', 'it', 'great']	['i', 'had', 'it', 'great']	i had it great	5
I had no idea you were so beautiful .	['i', 'had', 'no', 'idea', 'you', 'were', 'so', 'beauti']	['i', 'had', 'no', 'idea', 'you', 'were', 'so', 'beautiful']	i had no idea you were so beauti	5
I had such a good time .	['i', 'had', 'such', 'a', 'good', 'time']	['i', 'had', 'such', 'a', 'good', 'time']	i had such a good time	5
I had the pleasure of meeting you in your beautiful shop .	['i', 'had', 'the', 'pleasur', 'of', 'meet', 'you', 'in', 'your', 'beauti', 'shop']	['i', 'had', 'the', 'pleasure', 'of', 'meeting', 'you', 'in', 'your', 'beautiful', 'shop']	i had the pleasur of meet you in your beauti shop	5
I happen to like [PERSON] .	['i', 'happen', 'to', 'like', 'person']	['i', 'happen', 'to', 'like', 'person']	i happen to like person	5
I have a car for you .	['i', 'have', 'a', 'car', 'for', 'you']	['i', 'have', 'a', 'car', 'for', 'you']	i have a car for you	5
I have a coach not pulled by four horses , but with the power of .	['i', 'have', 'a', 'coach', 'not', 'pull', 'by', 'four', 'hors', 'but', 'with', 'the', 'power', 'of']	['i', 'have', 'a', 'coach', 'not', 'pulled', 'by', 'four', 'horses', 'but', 'with', 'the', 'power', 'of']	i have a coach not pull by four hors but with the power of	5
I have a condo with a pool .	['i', 'have', 'a', 'condo', 'with', 'a', 'pool']	['i', 'have', 'a', 'condo', 'with', 'a', 'pool']	i have a condo with a pool	5
I have a gift for you .	['i', 'have', 'a', 'gift', 'for', 'you']	['i', 'have', 'a', 'gift', 'for', 'you']	i have a gift for you	5
I have an idea !	['i', 'have', 'an', 'idea']	['i', 'have', 'an', 'idea']	i have an idea	5
I have improved it .	['i', 'have', 'improv', 'it']	['i', 'have', 'improved', 'it']	i have improv it	5
I have known what it is like to be in love , to be married in a church to a man that I love ,	['i', 'have', 'known', 'what', 'it', 'is', 'like', 'to', 'be', 'in', 'love', 'to', 'be', 'marri', 'in', 'a', 'church', 'to', 'a', 'man', 'that', 'i', 'love']	['i', 'have', 'known', 'what', 'it', 'is', 'like', 'to', 'be', 'in', 'love', 'to', 'be', 'married', 'in', 'a', 'church', 'to', 'a', 'man', 'that', 'i', 'love']	i have known what it is like to be in love to be marri in a church to a man that i love	8, 5
I have wonderful news for you .	['i', 'have', 'wonder', 'news', 'for', 'you']	['i', 'have', 'wonderful', 'news', 'for', 'you']	i have wonder news for you	5
I haven't heard the sound of home in a while .	['i', 'havent', 'heard', 'the', 'sound', 'of', 'home', 'in', 'a', 'while']	['i', 'havent', 'heard', 'the', 'sound', 'of', 'home', 'in', 'a', 'while']	i havent heard the sound of home in a while	8, 5, 6
I hear you get a nice pension from the government after 20 , years .	['i', 'hear', 'you', 'get', 'a', 'nice', 'pension', 'from', 'the', 'govern', 'after', 'year']	['i', 'hear', 'you', 'get', 'a', 'nice', 'pension', 'from', 'the', 'government', 'after', 'years']	i hear you get a nice pension from the govern after year	5
I heard you got married .	['i', 'heard', 'you', 'got', 'marri']	['i', 'heard', 'you', 'got', 'married']	i heard you got marri	5
I hit where I aim .	['i', 'hit', 'where', 'i', 'aim']	['i', 'hit', 'where', 'i', 'aim']	i hit where i aim	5
I hope everything's going well with your marching .	['i', 'hope', 'everyth', 'go', 'well', 'with', 'your', 'march']	['i', 'hope', 'everythings', 'going', 'well', 'with', 'your', 'marching']	i hope everyth go well with your march	8, 5
I hope you have a nice stay in [LOCATION] .	['i', 'hope', 'you', 'have', 'a', 'nice', 'stay', 'in', 'locat']	['i', 'hope', 'you', 'have', 'a', 'nice', 'stay', 'in', 'location']	i hope you have a nice stay in locat	5
I hope you know that .	['i', 'hope', 'you', 'know', 'that']	['i', 'hope', 'you', 'know', 'that']	i hope you know that	5
I hope you like it .	['i', 'hope', 'you', 'like', 'it']	['i', 'hope', 'you', 'like', 'it']	i hope you like it	5
I Iove you , [PERSON] .	['i', 'iov', 'you', 'person']	['i', 'iove', 'you', 'person']	i iov you person	5
I just came over to share my happiness with you , [PERSON] .	['i', 'just', 'came', 'over', 'to', 'share', 'my', 'happi', 'with', 'you', 'person']	['i', 'just', 'came', 'over', 'to', 'share', 'my', 'happiness', 'with', 'you', 'person']	i just came over to share my happi with you person	5
I just love it when it's so nice and warm .	['i', 'just', 'love', 'it', 'when', 'it', 'so', 'nice', 'and', 'warm']	['i', 'just', 'love', 'it', 'when', 'its', 'so', 'nice', 'and', 'warm']	i just love it when it so nice and warm	5
I just spoke to [PERSON] .	['i', 'just', 'spoke', 'to', 'person']	['i', 'just', 'spoke', 'to', 'person']	i just spoke to person	5
I just thought I'd drop by and cheer you up a bit .	['i', 'just', 'thought', 'id', 'drop', 'by', 'and', 'cheer', 'you', 'up', 'a', 'bit']	['i', 'just', 'thought', 'id', 'drop', 'by', 'and', 'cheer', 'you', 'up', 'a', 'bit']	i just thought id drop by and cheer you up a bit	5
I just went to sleep , woke up feeling fine , remembered everything .	['i', 'just', 'went', 'to', 'sleep', 'woke', 'up', 'feel', 'fine', 'rememb', 'everyth']	['i', 'just', 'went', 'to', 'sleep', 'woke', 'up', 'feeling', 'fine', 'remembered', 'everything']	i just went to sleep woke up feel fine rememb everyth	5
I just ... I like him .	['i', 'just', 'i', 'like', 'him']	['i', 'just', 'i', 'like', 'him']	i just i like him	8, 5
I knew it !	['i', 'knew', 'it']	['i', 'knew', 'it']	i knew it	5
I knew there was treasure down here !	['i', 'knew', 'there', 'was', 'treasur', 'down', 'here']	['i', 'knew', 'there', 'was', 'treasure', 'down', 'here']	i knew there was treasur down here	5
I knew we'd be all right .	['i', 'knew', 'wed', 'be', 'all', 'right']	['i', 'knew', 'wed', 'be', 'all', 'right']	i knew wed be all right	5
I know a good bar here .	['i', 'know', 'a', 'good', 'bar', 'here']	['i', 'know', 'a', 'good', 'bar', 'here']	i know a good bar here	5
I know a little about everything .	['i', 'know', 'a', 'littl', 'about', 'everyth']	['i', 'know', 'a', 'little', 'about', 'everything']	i know a littl about everyth	5
I know a lot of nice girls .	['i', 'know', 'a', 'lot', 'of', 'nice', 'girl']	['i', 'know', 'a', 'lot', 'of', 'nice', 'girls']	i know a lot of nice girl	8, 5
I know a place that does a good breakfast .	['i', 'know', 'a', 'place', 'that', 'doe', 'a', 'good', 'breakfast']	['i', 'know', 'a', 'place', 'that', 'does', 'a', 'good', 'breakfast']	i know a place that doe a good breakfast	5
I know I speak for my entire radio audience when I express my great admiration for both of you .	['i', 'know', 'i', 'speak', 'for', 'my', 'entir', 'radio', 'audienc', 'when', 'i', 'express', 'my', 'great', 'admir', 'for', 'both', 'of', 'you']	['i', 'know', 'i', 'speak', 'for', 'my', 'entire', 'radio', 'audience', 'when', 'i', 'express', 'my', 'great', 'admiration', 'for', 'both', 'of', 'you']	i know i speak for my entir radio audienc when i express my great admir for both of you	5
I know this sounds weird ... There's no place I'd rather be .	['i', 'know', 'this', 'sound', 'weird', 'there', 'no', 'place', 'id', 'rather', 'be']	['i', 'know', 'this', 'sounds', 'weird', 'theres', 'no', 'place', 'id', 'rather', 'be']	i know this sound weird there no place id rather be	8, 5
I know you like the way I feel .	['i', 'know', 'you', 'like', 'the', 'way', 'i', 'feel']	['i', 'know', 'you', 'like', 'the', 'way', 'i', 'feel']	i know you like the way i feel	5
I know you were deeply touched by [PERSON]'s gesture ,	['i', 'know', 'you', 'were', 'deepli', 'touch', 'by', 'person', 'gestur']	['i', 'know', 'you', 'were', 'deeply', 'touched', 'by', 'persons', 'gesture']	i know you were deepli touch by person gestur	5
I know you're crazy about me .	['i', 'know', 'your', 'crazi', 'about', 'me']	['i', 'know', 'youre', 'crazy', 'about', 'me']	i know your crazi about me	5
I know , but it's too bad that wrestler Had to die for me to get it .	['i', 'know', 'but', 'it', 'too', 'bad', 'that', 'wrestler', 'had', 'to', 'die', 'for', 'me', 'to', 'get', 'it']	['i', 'know', 'but', 'its', 'too', 'bad', 'that', 'wrestler', 'had', 'to', 'die', 'for', 'me', 'to', 'get', 'it']	i know but it too bad that wrestler had to die for me to get it	5, 6
I know , but we have so much love to give .	['i', 'know', 'but', 'we', 'have', 'so', 'much', 'love', 'to', 'give']	['i', 'know', 'but', 'we', 'have', 'so', 'much', 'love', 'to', 'give']	i know but we have so much love to give	8, 5
I know .	['i', 'know']	['i', 'know']	i know	8, 5
I like being with him and I like thinking about him .	['i', 'like', 'be', 'with', 'him', 'and', 'i', 'like', 'think', 'about', 'him']	['i', 'like', 'being', 'with', 'him', 'and', 'i', 'like', 'thinking', 'about', 'him']	i like be with him and i like think about him	5
I like her .	['i', 'like', 'her']	['i', 'like', 'her']	i like her	5
I like him so much .	['i', 'like', 'him', 'so', 'much']	['i', 'like', 'him', 'so', 'much']	i like him so much	8, 5, 7
I like him .	['i', 'like', 'him']	['i', 'like', 'him']	i like him	5
I like it !	['i', 'like', 'it']	['i', 'like', 'it']	i like it	5
I like it .	['i', 'like', 'it']	['i', 'like', 'it']	i like it	5
I like [PERSON] .	['i', 'like', 'person']	['i', 'like', 'person']	i like person	5
I like [PERSON] , because I always know where he stands .	['i', 'like', 'person', 'becaus', 'i', 'alway', 'know', 'where', 'he', 'stand']	['i', 'like', 'person', 'because', 'i', 'always', 'know', 'where', 'he', 'stands']	i like person becaus i alway know where he stand	5
I like my side of the courtroom . The pay is not so good , but the air is a lot better .	['i', 'like', 'my', 'side', 'of', 'the', 'courtroom', 'the', 'pay', 'is', 'not', 'so', 'good', 'but', 'the', 'air', 'is', 'a', 'lot', 'better']	['i', 'like', 'my', 'side', 'of', 'the', 'courtroom', 'the', 'pay', 'is', 'not', 'so', 'good', 'but', 'the', 'air', 'is', 'a', 'lot', 'better']	i like my side of the courtroom the pay is not so good but the air is a lot better	5
I like pink champagne .	['i', 'like', 'pink', 'champagn']	['i', 'like', 'pink', 'champagne']	i like pink champagn	5
I like street cats .	['i', 'like', 'street', 'cat']	['i', 'like', 'street', 'cats']	i like street cat	5
I like tacos and I like beer .	['i', 'like', 'taco', 'and', 'i', 'like', 'beer']	['i', 'like', 'tacos', 'and', 'i', 'like', 'beer']	i like taco and i like beer	5
I like that Dr. [PERSON] .	['i', 'like', 'that', 'dr', 'person']	['i', 'like', 'that', 'dr', 'person']	i like that dr person	5
I like that man , with the sort of blue nose .	['i', 'like', 'that', 'man', 'with', 'the', 'sort', 'of', 'blue', 'nose']	['i', 'like', 'that', 'man', 'with', 'the', 'sort', 'of', 'blue', 'nose']	i like that man with the sort of blue nose	5
I like that .	['i', 'like', 'that']	['i', 'like', 'that']	i like that	5
I like the feel of it , [PERSON] .	['i', 'like', 'the', 'feel', 'of', 'it', 'person']	['i', 'like', 'the', 'feel', 'of', 'it', 'person']	i like the feel of it person	5
I like to read .	['i', 'like', 'to', 'read']	['i', 'like', 'to', 'read']	i like to read	5
I like to watch .	['i', 'like', 'to', 'watch']	['i', 'like', 'to', 'watch']	i like to watch	5
I like your bat .	['i', 'like', 'your', 'bat']	['i', 'like', 'your', 'bat']	i like your bat	5
I like your tailor .	['i', 'like', 'your', 'tailor']	['i', 'like', 'your', 'tailor']	i like your tailor	5
I like your tie , too .	['i', 'like', 'your', 'tie', 'too']	['i', 'like', 'your', 'tie', 'too']	i like your tie too	5
I like !	['i', 'like']	['i', 'like']	i like	5
I like .	['i', 'like']	['i', 'like']	i like	8, 5
I liked him , but not a lot .	['i', 'like', 'him', 'but', 'not', 'a', 'lot']	['i', 'liked', 'him', 'but', 'not', 'a', 'lot']	i like him but not a lot	8, 5
I look good in a mink coat , honey .	['i', 'look', 'good', 'in', 'a', 'mink', 'coat', 'honey']	['i', 'look', 'good', 'in', 'a', 'mink', 'coat', 'honey']	i look good in a mink coat honey	5
I look great !	['i', 'look', 'great']	['i', 'look', 'great']	i look great	8, 5
I love a coward !	['i', 'love', 'a', 'coward']	['i', 'love', 'a', 'coward']	i love a coward	5
I love a persistent wall .	['i', 'love', 'a', 'persist', 'wall']	['i', 'love', 'a', 'persistent', 'wall']	i love a persist wall	5
I love champagne .	['i', 'love', 'champagn']	['i', 'love', 'champagne']	i love champagn	5
I love [LOCATION] .	['i', 'love', 'locat']	['i', 'love', 'location']	i love locat	5
I love [PERSON] .	['i', 'love', 'person']	['i', 'love', 'person']	i love person	8, 5
I love everybody ?  	['i', 'love', 'everybodi']	['i', 'love', 'everybody']	i love everybodi	8, 5
I love him that way .	['i', 'love', 'him', 'that', 'way']	['i', 'love', 'him', 'that', 'way']	i love him that way	5
I love him , you know .	['i', 'love', 'him', 'you', 'know']	['i', 'love', 'him', 'you', 'know']	i love him you know	8, 5
I love him .	['i', 'love', 'him']	['i', 'love', 'him']	i love him	5
I love it when he does that .	['i', 'love', 'it', 'when', 'he', 'doe', 'that']	['i', 'love', 'it', 'when', 'he', 'does', 'that']	i love it when he doe that	8, 5
I love it !	['i', 'love', 'it']	['i', 'love', 'it']	i love it	5
I love it .	['i', 'love', 'it']	['i', 'love', 'it']	i love it	8, 5
I love my ass .	['i', 'love', 'my', 'ass']	['i', 'love', 'my', 'ass']	i love my ass	5
I love my brother .	['i', 'love', 'my', 'brother']	['i', 'love', 'my', 'brother']	i love my brother	8, 5
I love my country .	['i', 'love', 'my', 'countri']	['i', 'love', 'my', 'country']	i love my countri	8, 5
I love my family .	['i', 'love', 'my', 'famili']	['i', 'love', 'my', 'family']	i love my famili	8, 5
I love [LOCATION] on summer afternoons when everyone's away .	['i', 'love', 'locat', 'on', 'summer', 'afternoon', 'when', 'everyon', 'away']	['i', 'love', 'location', 'on', 'summer', 'afternoons', 'when', 'everyones', 'away']	i love locat on summer afternoon when everyon away	5
I love Russians .	['i', 'love', 'russian']	['i', 'love', 'russians']	i love russian	5
I love soothing a man .	['i', 'love', 'sooth', 'a', 'man']	['i', 'love', 'soothing', 'a', 'man']	i love sooth a man	5
I love the boy , Neddie .	['i', 'love', 'the', 'boy', 'neddi']	['i', 'love', 'the', 'boy', 'neddie']	i love the boy neddi	5
I love the moment of their death , when I am one with [PERSON] .	['i', 'love', 'the', 'moment', 'of', 'their', 'death', 'when', 'i', 'am', 'one', 'with', 'person']	['i', 'love', 'the', 'moment', 'of', 'their', 'death', 'when', 'i', 'am', 'one', 'with', 'person']	i love the moment of their death when i am one with person	5
I love the smell of commerce in the morning !	['i', 'love', 'the', 'smell', 'of', 'commerc', 'in', 'the', 'morn']	['i', 'love', 'the', 'smell', 'of', 'commerce', 'in', 'the', 'morning']	i love the smell of commerc in the morn	5
I love them , though .	['i', 'love', 'them', 'though']	['i', 'love', 'them', 'though']	i love them though	5
I love this car .	['i', 'love', 'this', 'car']	['i', 'love', 'this', 'car']	i love this car	5, 7
I love this guy !	['i', 'love', 'this', 'guy']	['i', 'love', 'this', 'guy']	i love this guy	5
I love this !	['i', 'love', 'this']	['i', 'love', 'this']	i love this	5
I love those guys .	['i', 'love', 'those', 'guy']	['i', 'love', 'those', 'guys']	i love those guy	5
I love those .	['i', 'love', 'those']	['i', 'love', 'those']	i love those	5
I love you ... I love you .	['i', 'love', 'you', 'i', 'love', 'you']	['i', 'love', 'you', 'i', 'love', 'you']	i love you i love you	5
I love you anyway .	['i', 'love', 'you', 'anyway']	['i', 'love', 'you', 'anyway']	i love you anyway	5
I love you now .	['i', 'love', 'you', 'now']	['i', 'love', 'you', 'now']	i love you now	8, 5
I love you too much , you know that .	['i', 'love', 'you', 'too', 'much', 'you', 'know', 'that']	['i', 'love', 'you', 'too', 'much', 'you', 'know', 'that']	i love you too much you know that	5
I love you too .	['i', 'love', 'you', 'too']	['i', 'love', 'you', 'too']	i love you too	5
I love you , Cross .	['i', 'love', 'you', 'cross']	['i', 'love', 'you', 'cross']	i love you cross	5
I love you , [PERSON] .	['i', 'love', 'you', 'person']	['i', 'love', 'you', 'person']	i love you person	5
I love you , my little [PERSON] .	['i', 'love', 'you', 'my', 'littl', 'person']	['i', 'love', 'you', 'my', 'little', 'person']	i love you my littl person	5
I love you !	['i', 'love', 'you']	['i', 'love', 'you']	i love you	8, 5
I love you .	['i', 'love', 'you']	['i', 'love', 'you']	i love you	8, 5
I loved our life together , the school , subway walking you home , the two weeks we took in St.[LOCATION] .	['i', 'love', 'our', 'life', 'togeth', 'the', 'school', 'subway', 'walk', 'you', 'home', 'the', 'two', 'week', 'we', 'took', 'in', 'stlocat']	['i', 'loved', 'our', 'life', 'together', 'the', 'school', 'subway', 'walking', 'you', 'home', 'the', 'two', 'weeks', 'we', 'took', 'in', 'stlocation']	i love our life togeth the school subway walk you home the two week we took in stlocat	8, 5, 6
I loved you for it , just as my father did .	['i', 'love', 'you', 'for', 'it', 'just', 'as', 'my', 'father', 'did']	['i', 'loved', 'you', 'for', 'it', 'just', 'as', 'my', 'father', 'did']	i love you for it just as my father did	5
I loved your drawing .	['i', 'love', 'your', 'draw']	['i', 'loved', 'your', 'drawing']	i love your draw	5
I make flowers grow .	['i', 'make', 'flower', 'grow']	['i', 'make', 'flowers', 'grow']	i make flower grow	5
I married [PERSON] because I was in love with him .	['i', 'marri', 'person', 'becaus', 'i', 'was', 'in', 'love', 'with', 'him']	['i', 'married', 'person', 'because', 'i', 'was', 'in', 'love', 'with', 'him']	i marri person becaus i was in love with him	8, 5
I mean a laugh from the heart .	['i', 'mean', 'a', 'laugh', 'from', 'the', 'heart']	['i', 'mean', 'a', 'laugh', 'from', 'the', 'heart']	i mean a laugh from the heart	5
