text	tokenized	preprocessed	label
[GAY SLUR] everywhere .	['gay', 'slur', 'everywhere']	gay slur everywhere	3
Hey ! I can't believe you got here !	['hey', 'cant', 'believe', 'got']	hey cant believe got	5, 7
You taught that guy a lesson last night .	['taught', 'guy', 'lesson', 'last', 'night']	taught guy lesson last night	8
I spend all day bleaching the smell away ... Then you come home and I have to start all over again .	['spend', 'day', 'bleaching', 'smell', 'away', 'come', 'home', 'start']	spend day bleaching smell away come home start	1
He's nervous , you know ?	['hes', 'nervous', 'know']	hes nervous know	8
Either way , murder or suicide , I'd say he deserved it , wouldn't you ?	['either', 'way', 'murder', 'suicide', 'id', 'say', 'deserved', 'wouldnt']	either way murder suicide id say deserved wouldnt	1, 3, 5
Your blood will be on fire to lead some new command , some far adventure .	['blood', 'fire', 'lead', 'new', 'command', 'far', 'adventure']	blood fire lead new command far adventure	2
Just because he's got a big ranch and a fancy pool and a lovely house doesn't mean he's a nice guy .	['hes', 'got', 'big', 'ranch', 'fancy', 'pool', 'lovely', 'house', 'doesnt', 'mean', 'hes', 'nice', 'guy']	hes got big ranch fancy pool lovely house doesnt mean hes nice guy	3
Miss [PERSON] , I would be most honoured if ...	['miss', 'person', 'would', 'honoured']	miss person would honoured	8
Get out !	['get']	get	1
I will go to the village to speak with our agent because of the counts of the real estate .	['go', 'village', 'speak', 'agent', 'counts', 'real', 'estate']	go village speak agent counts real estate	1, 2, 3, 4, 6
That night was the happiest night I ever had .	['night', 'happiest', 'night', 'ever']	night happiest night ever	5
You wait till you see what I do to him !	['wait', 'till', 'see']	wait till see	1
He's still emotionally unstable .	['hes', 'still', 'emotionally', 'unstable']	hes still emotionally unstable	4
In my estimation , gentlemen , [PERSON] is no risk .	['estimation', 'gentlemen', 'person', 'risk']	estimation gentlemen person risk	8
Never tasted better . There's a fork on your left , Mr. Land ...	['never', 'tasted', 'better', 'theres', 'fork', 'left', 'mr', 'land']	never tasted better theres fork left mr land	5, 7
Must be losing it .	['must', 'losing']	must losing	3
Päiväsi on lopussa	['päiväsi', 'lopussa']	päiväsi lopussa	6
Fuck 'em .	['fuck', 'em']	fuck em	1
Give encouragement to our lives .	['give', 'encouragement', 'lives']	give encouragement lives	8
You're becoming more beautiful every day .	['youre', 'becoming', 'beautiful', 'every', 'day']	youre becoming beautiful every day	5
I want you to know something , [PERSON] .	['want', 'know', 'something', 'person']	want know something person	2
All right , I'm coming in .	['right', 'im', 'coming']	right im coming	2, 5
I'm not the same pathetic , trusting fool that I was a couple of days ago .	['im', 'pathetic', 'trusting', 'fool', 'couple', 'days', 'ago']	im pathetic trusting fool couple days ago	3
Where ... ?	[]		2
[PERSON] won't see her kids again .	['person', 'wont', 'see', 'kids']	person wont see kids	6
And what better than to sacrifice one of the beast's own servants whom we caught masquerading as a holy sister of the Mother Church ?	['better', 'sacrifice', 'one', 'beasts', 'servants', 'caught', 'masquerading', 'holy', 'sister', 'mother', 'church']	better sacrifice one beasts servants caught masquerading holy sister mother church	3
Those two guys and [PERSON] , shit man , I seen them take on a gang of guineas with nothing but a knife and a broken bottle in their hand .	['two', 'guys', 'person', 'shit', 'man', 'seen', 'take', 'gang', 'guineas', 'nothing', 'knife', 'broken', 'bottle', 'hand']	two guys person shit man seen take gang guineas nothing knife broken bottle hand	4
She wasn't even there .	['wasnt', 'even']	wasnt even	1
Why didn't you write to me ?	['didnt', 'write']	didnt write	6
( laughs ) I know how you feel .	['laughs', 'know', 'feel']	laughs know feel	5
Of course , you've been here before .	['course', 'youve']	course youve	2
Must be the Jamaicans .	['must', 'jamaicans']	must jamaicans	3
What's dying ?	['whats', 'dying']	whats dying	4, 6
Anything else ?	['anything', 'else']	anything else	1
Welcome to your new home .	['welcome', 'new', 'home']	welcome new home	8
My pleasure .	['pleasure']	pleasure	8, 5
Officer , please , for God's sake , they're looting the Food King !	['officer', 'please', 'gods', 'sake', 'theyre', 'looting', 'food', 'king']	officer please gods sake theyre looting food king	4
When she left me , I lost all pride .	['left', 'lost', 'pride']	left lost pride	6
You murdered your own god , by accident .	['murdered', 'god', 'accident']	murdered god accident	3
Take my word for it , and don't try it .	['take', 'word', 'dont', 'try']	take word dont try	8
Yeah , are you gonna feed her ?	['yeah', 'gonna', 'feed']	yeah gonna feed	1, 2
All you people don't know about lost causes .	['people', 'dont', 'know', 'lost', 'causes']	people dont know lost causes	3
Therefore , owing to circumstances which , believe me , are beyond my control , I hereby advise you not to come to [LOCATION] to make the test .	['therefore', 'owing', 'circumstances', 'believe', 'beyond', 'control', 'hereby', 'advise', 'come', 'location', 'make', 'test']	therefore owing circumstances believe beyond control hereby advise come location make test	3
It makes it increasingly less likely that we're alone .	['makes', 'increasingly', 'less', 'likely', 'alone']	makes increasingly less likely alone	4
Don't joke with me If we wait too long , that monster will get us	['dont', 'joke', 'wait', 'long', 'monster', 'get', 'us']	dont joke wait long monster get us	4
I say , what a jolly idea .	['say', 'jolly', 'idea']	say jolly idea	5
I mean % of the [LOCATION] population have seen these objects , but you create an environment where the subject is so pilloried and ridiculed , that no respectable scientist or doctor would want to be identified with it .	['mean', 'location', 'population', 'seen', 'objects', 'create', 'environment', 'subject', 'pilloried', 'ridiculed', 'respectable', 'scientist', 'doctor', 'would', 'want', 'identified']	mean location population seen objects create environment subject pilloried ridiculed respectable scientist doctor would want identified	1, 3, 4
Come to get high ? - Yeah .	['come', 'get', 'high', 'yeah']	come get high yeah	8, 2, 5
O dear me .	['dear']	dear	6, 7
We voted you best officer to be marooned on a desert island with .	['voted', 'best', 'officer', 'marooned', 'desert', 'island']	voted best officer marooned desert island	3
It's not like you let me do anything anyway .	['like', 'let', 'anything', 'anyway']	like let anything anyway	1, 6
You must love that guy to do what you did for him .	['must', 'love', 'guy']	must love guy	7
I don't get your generation's humour .	['dont', 'get', 'generations', 'humour']	dont get generations humour	3, 6, 7
He was okay .	['okay']	okay	5
Let's get outta here !	['lets', 'get', 'outta']	lets get outta	1, 2, 3, 4
I don't know what to say .	['dont', 'know', 'say']	dont know say	7
Now what put that into your mind ?	['put', 'mind']	put mind	1
You have not even taken off his shoes .	['even', 'taken', 'shoes']	even taken shoes	3
We move out together , only together .	['move', 'together', 'together']	move together together	8
I hate you , [PERSON] .	['hate', 'person']	hate person	3
If I catch any of you guys in my stuff , I'll kill you .	['catch', 'guys', 'stuff', 'ill', 'kill']	catch guys stuff ill kill	3
Wait till you see this .	['wait', 'till', 'see']	wait till see	2
Come here , little boy .	['come', 'little', 'boy']	come little boy	2
Simply stated , [PERSON] , it means that you have suffered damage to the brain .	['simply', 'stated', 'person', 'means', 'suffered', 'damage', 'brain']	simply stated person means suffered damage brain	6
Tough cop falls for beautiful murderess .	['tough', 'cop', 'falls', 'beautiful', 'murderess']	tough cop falls beautiful murderess	6, 7
I had to torpedo him .	['torpedo']	torpedo	3, 6
I got stupid .	['got', 'stupid']	got stupid	3, 6
Not unless you're crazy , baby , and crazy you are not .	['unless', 'youre', 'crazy', 'baby', 'crazy']	unless youre crazy baby crazy	8
You're my wife and I love you ... even if we don't get the baby .	['youre', 'wife', 'love', 'even', 'dont', 'get', 'baby']	youre wife love even dont get baby	8
I don't believe you .	['dont', 'believe']	dont believe	6, 7
Why wouldn't they have told me ?	['wouldnt', 'told']	wouldnt told	7
I'm gonna get that bastard .	['im', 'gonna', 'get', 'bastard']	im gonna get bastard	3
The monster is here ! Abracadabra !	['monster', 'abracadabra']	monster abracadabra	1
Teddy never made it .	['teddy', 'never', 'made']	teddy never made	6
You can't blame them , can you ?	['cant', 'blame']	cant blame	6
You couldn't leave your girl ?	['couldnt', 'leave', 'girl']	couldnt leave girl	7
Such an honour that you rode my horse !	['honour', 'rode', 'horse']	honour rode horse	8
Well , it's a nice morning , gentlemen .	['well', 'nice', 'morning', 'gentlemen']	well nice morning gentlemen	5
Aren't things bad enough without you talking about dying ?	['arent', 'things', 'bad', 'enough', 'without', 'talking', 'dying']	arent things bad enough without talking dying	1
Please call me when you get settled .	['please', 'call', 'get', 'settled']	please call get settled	2
You sure ?	['sure']	sure	8, 2, 7
Was that the phone ?	['phone']	phone	7
Ten million's even better .	['ten', 'millions', 'even', 'better']	ten millions even better	5
OK , we'll give them a hand .	['ok', 'well', 'give', 'hand']	ok well give hand	8
Will you do it for me ?	[]		2
m glad for you . 	['glad']	glad	8, 5
Is Backpage an innocent facilitator or do they actually have a more active role in fashioning the kinds of ads that are actually being placed ?	['backpage', 'innocent', 'facilitator', 'actually', 'active', 'role', 'fashioning', 'kinds', 'ads', 'actually', 'placed']	backpage innocent facilitator actually active role fashioning kinds ads actually placed	7
I put my ass on the line for nothing !	['put', 'ass', 'line', 'nothing']	put ass line nothing	1
It ... it's gonna be okay .	['gonna', 'okay']	gonna okay	4
You're always taking me out to the summerhouse !	['youre', 'always', 'taking', 'summerhouse']	youre always taking summerhouse	1
That's okay .	['thats', 'okay']	thats okay	8
But I want to be with you .	['want']	want	8
[PERSON] , turn me in if you want to . But this is over the line .	['person', 'turn', 'want', 'line']	person turn want line	1
Nurse ...	['nurse']	nurse	4
I'm trusting you to be discreet .	['im', 'trusting', 'discreet']	im trusting discreet	8, 2
Mine , mine , mine , mine , mine , mine ...	['mine', 'mine', 'mine', 'mine', 'mine', 'mine']	mine mine mine mine mine mine	2
We throw our thumbs in the air and hitchhike .	['throw', 'thumbs', 'air', 'hitchhike']	throw thumbs air hitchhike	5
Everything's OK .	['everythings', 'ok']	everythings ok	8, 5
I don't know these sailboats .	['dont', 'know', 'sailboats']	dont know sailboats	7
Turn that trash off !	['turn', 'trash']	turn trash	1, 3
And so I turned away my head and wept .	['turned', 'away', 'head', 'wept']	turned away head wept	6
If I thought I made you feel like that , I'd kill myself .	['thought', 'made', 'feel', 'like', 'id', 'kill']	thought made feel like id kill	3
I think you're cute .	['think', 'youre', 'cute']	think youre cute	5
Disgusting .	['disgusting']	disgusting	3
Looks like a fucking choirboy .	['looks', 'like', 'fucking', 'choirboy']	looks like fucking choirboy	1, 3
It was everything I promised .	['everything', 'promised']	everything promised	8
Somebody ought to stay with [PERSON] and Pa.	['somebody', 'ought', 'stay', 'person', 'pa']	somebody ought stay person pa	8
We're not going to risk a massive lawsuit .	['going', 'risk', 'massive', 'lawsuit']	going risk massive lawsuit	4
Why don't you get a fucking job , man ?	['dont', 'get', 'fucking', 'job', 'man']	dont get fucking job man	3
How stupid .	['stupid']	stupid	3
A dead man has one half - hour to raise his roll outside and get back in the game .	['dead', 'man', 'one', 'half', 'hour', 'raise', 'roll', 'outside', 'get', 'back', 'game']	dead man one half hour raise roll outside get back game	1
Get down !	['get']	get	1, 4
Did they hit you , [PERSON] ?	['hit', 'person']	hit person	4
You're going to protect me ?	['youre', 'going', 'protect']	youre going protect	4
Yes , you may think that we're distracted , but don't fool yourself .	['yes', 'may', 'think', 'distracted', 'dont', 'fool']	yes may think distracted dont fool	1, 3
You'll see better what I mean through this .	['youll', 'see', 'better', 'mean']	youll see better mean	8
Maybe a kick in his skull would do him some good .	['maybe', 'kick', 'skull', 'would', 'good']	maybe kick skull would good	1
I'd [PERSON] to have seen his face when he found his account frozen .	['id', 'person', 'seen', 'face', 'found', 'account', 'frozen']	id person seen face found account frozen	1
