text	tokenized	preprocessed	label	1gram	2gram	3gram
Is Backpage an innocent facilitator or do they actually have a more active role in fashioning the kinds of ads that are actually being placed ?	['backpage', 'innocent', 'facilitator', 'actually', 'active', 'role', 'fashioning', 'kinds', 'ads', 'actually', 'placed']	backpage innocent facilitator actually active role fashioning kinds ads actually placed	7	['backpage', 'innocent', 'facilitator', 'actually', 'active', 'role', 'fashioning', 'kinds', 'ads', 'actually', 'placed']	['backpage innocent', 'innocent facilitator', 'facilitator actually', 'actually active', 'active role', 'role fashioning', 'fashioning kinds', 'kinds ads', 'ads actually', 'actually placed']	['backpage innocent facilitator', 'innocent facilitator actually', 'facilitator actually active', 'actually active role', 'active role fashioning', 'role fashioning kinds', 'fashioning kinds ads', 'kinds ads actually', 'ads actually placed']
I put my ass on the line for nothing !	['put', 'ass', 'line', 'nothing']	put ass line nothing	1	['put', 'ass', 'line', 'nothing']	['put ass', 'ass line', 'line nothing']	['put ass line', 'ass line nothing']
It ... it's gonna be okay .	['gonna', 'okay']	gonna okay	4	['gonna', 'okay']	['gonna okay']	[]
You're always taking me out to the summerhouse !	['youre', 'always', 'taking', 'summerhouse']	youre always taking summerhouse	1	['youre', 'always', 'taking', 'summerhouse']	['youre always', 'always taking', 'taking summerhouse']	['youre always taking', 'always taking summerhouse']
That's okay .	['thats', 'okay']	thats okay	8	['thats', 'okay']	['thats okay']	[]
But I want to be with you .	['want']	want	8	['want']	[]	[]
[PERSON] , turn me in if you want to . But this is over the line .	['person', 'turn', 'want', 'line']	person turn want line	1	['person', 'turn', 'want', 'line']	['person turn', 'turn want', 'want line']	['person turn want', 'turn want line']
Nurse ...	['nurse']	nurse	4	['nurse']	[]	[]
I'm trusting you to be discreet .	['im', 'trusting', 'discreet']	im trusting discreet	8, 2	['im', 'trusting', 'discreet']	['im trusting', 'trusting discreet']	['im trusting discreet']
Mine , mine , mine , mine , mine , mine ...	['mine', 'mine', 'mine', 'mine', 'mine', 'mine']	mine mine mine mine mine mine	2	['mine', 'mine', 'mine', 'mine', 'mine', 'mine']	['mine mine', 'mine mine', 'mine mine', 'mine mine', 'mine mine']	['mine mine mine', 'mine mine mine', 'mine mine mine', 'mine mine mine']
We throw our thumbs in the air and hitchhike .	['throw', 'thumbs', 'air', 'hitchhike']	throw thumbs air hitchhike	5	['throw', 'thumbs', 'air', 'hitchhike']	['throw thumbs', 'thumbs air', 'air hitchhike']	['throw thumbs air', 'thumbs air hitchhike']
Everything's OK .	['everythings', 'ok']	everythings ok	8, 5	['everythings', 'ok']	['everythings ok']	[]
I don't know these sailboats .	['dont', 'know', 'sailboats']	dont know sailboats	7	['dont', 'know', 'sailboats']	['dont know', 'know sailboats']	['dont know sailboats']
Turn that trash off !	['turn', 'trash']	turn trash	1, 3	['turn', 'trash']	['turn trash']	[]
And so I turned away my head and wept .	['turned', 'away', 'head', 'wept']	turned away head wept	6	['turned', 'away', 'head', 'wept']	['turned away', 'away head', 'head wept']	['turned away head', 'away head wept']
If I thought I made you feel like that , I'd kill myself .	['thought', 'made', 'feel', 'like', 'id', 'kill']	thought made feel like id kill	3	['thought', 'made', 'feel', 'like', 'id', 'kill']	['thought made', 'made feel', 'feel like', 'like id', 'id kill']	['thought made feel', 'made feel like', 'feel like id', 'like id kill']
I think you're cute .	['think', 'youre', 'cute']	think youre cute	5	['think', 'youre', 'cute']	['think youre', 'youre cute']	['think youre cute']
Disgusting .	['disgusting']	disgusting	3	['disgusting']	[]	[]
Looks like a fucking choirboy .	['looks', 'like', 'fucking', 'choirboy']	looks like fucking choirboy	1, 3	['looks', 'like', 'fucking', 'choirboy']	['looks like', 'like fucking', 'fucking choirboy']	['looks like fucking', 'like fucking choirboy']
It was everything I promised .	['everything', 'promised']	everything promised	8	['everything', 'promised']	['everything promised']	[]
Somebody ought to stay with [PERSON] and Pa.	['somebody', 'ought', 'stay', 'person', 'pa']	somebody ought stay person pa	8	['somebody', 'ought', 'stay', 'person', 'pa']	['somebody ought', 'ought stay', 'stay person', 'person pa']	['somebody ought stay', 'ought stay person', 'stay person pa']
We're not going to risk a massive lawsuit .	['going', 'risk', 'massive', 'lawsuit']	going risk massive lawsuit	4	['going', 'risk', 'massive', 'lawsuit']	['going risk', 'risk massive', 'massive lawsuit']	['going risk massive', 'risk massive lawsuit']
Why don't you get a fucking job , man ?	['dont', 'get', 'fucking', 'job', 'man']	dont get fucking job man	3	['dont', 'get', 'fucking', 'job', 'man']	['dont get', 'get fucking', 'fucking job', 'job man']	['dont get fucking', 'get fucking job', 'fucking job man']
How stupid .	['stupid']	stupid	3	['stupid']	[]	[]
A dead man has one half - hour to raise his roll outside and get back in the game .	['dead', 'man', 'one', 'half', 'hour', 'raise', 'roll', 'outside', 'get', 'back', 'game']	dead man one half hour raise roll outside get back game	1	['dead', 'man', 'one', 'half', 'hour', 'raise', 'roll', 'outside', 'get', 'back', 'game']	['dead man', 'man one', 'one half', 'half hour', 'hour raise', 'raise roll', 'roll outside', 'outside get', 'get back', 'back game']	['dead man one', 'man one half', 'one half hour', 'half hour raise', 'hour raise roll', 'raise roll outside', 'roll outside get', 'outside get back', 'get back game']
Get down !	['get']	get	1, 4	['get']	[]	[]
Did they hit you , [PERSON] ?	['hit', 'person']	hit person	4	['hit', 'person']	['hit person']	[]
You're going to protect me ?	['youre', 'going', 'protect']	youre going protect	4	['youre', 'going', 'protect']	['youre going', 'going protect']	['youre going protect']
Yes , you may think that we're distracted , but don't fool yourself .	['yes', 'may', 'think', 'distracted', 'dont', 'fool']	yes may think distracted dont fool	1, 3	['yes', 'may', 'think', 'distracted', 'dont', 'fool']	['yes may', 'may think', 'think distracted', 'distracted dont', 'dont fool']	['yes may think', 'may think distracted', 'think distracted dont', 'distracted dont fool']
You'll see better what I mean through this .	['youll', 'see', 'better', 'mean']	youll see better mean	8	['youll', 'see', 'better', 'mean']	['youll see', 'see better', 'better mean']	['youll see better', 'see better mean']
Maybe a kick in his skull would do him some good .	['maybe', 'kick', 'skull', 'would', 'good']	maybe kick skull would good	1	['maybe', 'kick', 'skull', 'would', 'good']	['maybe kick', 'kick skull', 'skull would', 'would good']	['maybe kick skull', 'kick skull would', 'skull would good']
I'd [PERSON] to have seen his face when he found his account frozen .	['id', 'person', 'seen', 'face', 'found', 'account', 'frozen']	id person seen face found account frozen	1	['id', 'person', 'seen', 'face', 'found', 'account', 'frozen']	['id person', 'person seen', 'seen face', 'face found', 'found account', 'account frozen']	['id person seen', 'person seen face', 'seen face found', 'face found account', 'found account frozen']
She has such a beautiful mouth too .	['beautiful', 'mouth']	beautiful mouth	5	['beautiful', 'mouth']	['beautiful mouth']	[]
Holy shit !	['holy', 'shit']	holy shit	4, 7	['holy', 'shit']	['holy shit']	[]
Sure , everybody would prosper .	['sure', 'everybody', 'would', 'prosper']	sure everybody would prosper	5	['sure', 'everybody', 'would', 'prosper']	['sure everybody', 'everybody would', 'would prosper']	['sure everybody would', 'everybody would prosper']
Well , I'm pleased to have seen you again , Mr. [PERSON] .	['well', 'im', 'pleased', 'seen', 'mr', 'person']	well im pleased seen mr person	5	['well', 'im', 'pleased', 'seen', 'mr', 'person']	['well im', 'im pleased', 'pleased seen', 'seen mr', 'mr person']	['well im pleased', 'im pleased seen', 'pleased seen mr', 'seen mr person']
This job isn't going to be like any of the others , [PERSON] .	['job', 'isnt', 'going', 'like', 'others', 'person']	job isnt going like others person	2	['job', 'isnt', 'going', 'like', 'others', 'person']	['job isnt', 'isnt going', 'going like', 'like others', 'others person']	['job isnt going', 'isnt going like', 'going like others', 'like others person']
He probably doesn't remember me .	['probably', 'doesnt', 'remember']	probably doesnt remember	6	['probably', 'doesnt', 'remember']	['probably doesnt', 'doesnt remember']	['probably doesnt remember']
That's a nice outfit .	['thats', 'nice', 'outfit']	thats nice outfit	5	['thats', 'nice', 'outfit']	['thats nice', 'nice outfit']	['thats nice outfit']
Now , who's next ?	['whos', 'next']	whos next	2	['whos', 'next']	['whos next']	[]
The deal with [PERSON] was a mistake .	['deal', 'person', 'mistake']	deal person mistake	3, 6	['deal', 'person', 'mistake']	['deal person', 'person mistake']	['deal person mistake']
As for the rest of what I have to say , you will find it neatly typed at some length , on this piece of paper .	['rest', 'say', 'find', 'neatly', 'typed', 'length', 'piece', 'paper']	rest say find neatly typed length piece paper	8	['rest', 'say', 'find', 'neatly', 'typed', 'length', 'piece', 'paper']	['rest say', 'say find', 'find neatly', 'neatly typed', 'typed length', 'length piece', 'piece paper']	['rest say find', 'say find neatly', 'find neatly typed', 'neatly typed length', 'typed length piece', 'length piece paper']
No ! What do the nuns do anyway ?	['nuns', 'anyway']	nuns anyway	7	['nuns', 'anyway']	['nuns anyway']	[]
It's our new swimming pool !	['new', 'swimming', 'pool']	new swimming pool	5	['new', 'swimming', 'pool']	['new swimming', 'swimming pool']	['new swimming pool']
Bloomy , were you asleep ?	['bloomy', 'asleep']	bloomy asleep	2, 6	['bloomy', 'asleep']	['bloomy asleep']	[]
Something went wrong .	['something', 'went', 'wrong']	something went wrong	6	['something', 'went', 'wrong']	['something went', 'went wrong']	['something went wrong']
So , what can I do for you ?	[]		7	['']	[]	[]
Maybe we can go get a drink ?	['maybe', 'go', 'get', 'drink']	maybe go get drink	2	['maybe', 'go', 'get', 'drink']	['maybe go', 'go get', 'get drink']	['maybe go get', 'go get drink']
They ain't going to expedite it for me .	['aint', 'going', 'expedite']	aint going expedite	1	['aint', 'going', 'expedite']	['aint going', 'going expedite']	['aint going expedite']
Like your shoes , it's a miracle she lasted as long as she did .	['like', 'shoes', 'miracle', 'lasted', 'long']	like shoes miracle lasted long	7	['like', 'shoes', 'miracle', 'lasted', 'long']	['like shoes', 'shoes miracle', 'miracle lasted', 'lasted long']	['like shoes miracle', 'shoes miracle lasted', 'miracle lasted long']
The moving finger had already writ and moved on , and nothing I could do would have canceled half a line , nor would my tears wash out a word of it .	['moving', 'finger', 'already', 'writ', 'moved', 'nothing', 'could', 'would', 'canceled', 'half', 'line', 'would', 'tears', 'wash', 'word']	moving finger already writ moved nothing could would canceled half line would tears wash word	6	['moving', 'finger', 'already', 'writ', 'moved', 'nothing', 'could', 'would', 'canceled', 'half', 'line', 'would', 'tears', 'wash', 'word']	['moving finger', 'finger already', 'already writ', 'writ moved', 'moved nothing', 'nothing could', 'could would', 'would canceled', 'canceled half', 'half line', 'line would', 'would tears', 'tears wash', 'wash word']	['moving finger already', 'finger already writ', 'already writ moved', 'writ moved nothing', 'moved nothing could', 'nothing could would', 'could would canceled', 'would canceled half', 'canceled half line', 'half line would', 'line would tears', 'would tears wash', 'tears wash word']
What were you doing there ?	[]		8	['']	[]	[]
I'm afraid I can not accept your evaluation of Cdr . Owynn .	['im', 'afraid', 'accept', 'evaluation', 'cdr', 'owynn']	im afraid accept evaluation cdr owynn	6	['im', 'afraid', 'accept', 'evaluation', 'cdr', 'owynn']	['im afraid', 'afraid accept', 'accept evaluation', 'evaluation cdr', 'cdr owynn']	['im afraid accept', 'afraid accept evaluation', 'accept evaluation cdr', 'evaluation cdr owynn']
But I had locked the briefcase of the [PERSON] in the morning following to her death .	['locked', 'briefcase', 'person', 'morning', 'following', 'death']	locked briefcase person morning following death	3	['locked', 'briefcase', 'person', 'morning', 'following', 'death']	['locked briefcase', 'briefcase person', 'person morning', 'morning following', 'following death']	['locked briefcase person', 'briefcase person morning', 'person morning following', 'morning following death']
What are you saying ? Read the fine print .	['saying', 'read', 'fine', 'print']	saying read fine print	1	['saying', 'read', 'fine', 'print']	['saying read', 'read fine', 'fine print']	['saying read fine', 'read fine print']
Is he all right ?	['right']	right	4	['right']	[]	[]
No . - [PERSON] , you're not finished .	['person', 'youre', 'finished']	person youre finished	1	['person', 'youre', 'finished']	['person youre', 'youre finished']	['person youre finished']
As he waves to the crowd , you can hear the tremendous cheer !	['waves', 'crowd', 'hear', 'tremendous', 'cheer']	waves crowd hear tremendous cheer	5	['waves', 'crowd', 'hear', 'tremendous', 'cheer']	['waves crowd', 'crowd hear', 'hear tremendous', 'tremendous cheer']	['waves crowd hear', 'crowd hear tremendous', 'hear tremendous cheer']
Nothing's happened recently to shake my self - confidence .	['nothings', 'happened', 'recently', 'shake', 'self', 'confidence']	nothings happened recently shake self confidence	5	['nothings', 'happened', 'recently', 'shake', 'self', 'confidence']	['nothings happened', 'happened recently', 'recently shake', 'shake self', 'self confidence']	['nothings happened recently', 'happened recently shake', 'recently shake self', 'shake self confidence']
