text	text_nopunct	text_downcase	tokenized	nostop	lemmatized	label
The only two sober people there .	The only two sober people there	the only two sober people there	['the', 'only', 'two', 'sober', 'people', 'there']	['two', 'sober', 'people']	['two', 'sober', 'people']	8, 4
So some of the guys've been wondering if you are who you say you are .	So some of the guysve been wondering if you are who you say you are	so some of the guysve been wondering if you are who you say you are	['so', 'some', 'of', 'the', 'guysve', 'been', 'wondering', 'if', 'you', 'are', 'who', 'you', 'say', 'you', 'are']	['guysve', 'wondering', 'say']	['guysve', 'wondering', 'say']	2
Big time hurt ! Back !	Big time hurt  Back	big time hurt  back	['big', 'time', 'hurt', 'back']	['big', 'time', 'hurt', 'back']	['big', 'time', 'hurt', 'back']	1, 4
I'm dead . I'm the walking dead . Are you gonna kill him or not ?	Im dead  Im the walking dead  Are you gonna kill him or not	im dead  im the walking dead  are you gonna kill him or not	['im', 'dead', 'im', 'the', 'walking', 'dead', 'are', 'you', 'gonna', 'kill', 'him', 'or', 'not']	['im', 'dead', 'im', 'walking', 'dead', 'gonna', 'kill']	['im', 'dead', 'im', 'walking', 'dead', 'gonna', 'kill']	1, 2
Imagine being forced to build that in the condition they must be in .	Imagine being forced to build that in the condition they must be in	imagine being forced to build that in the condition they must be in	['imagine', 'being', 'forced', 'to', 'build', 'that', 'in', 'the', 'condition', 'they', 'must', 'be', 'in']	['imagine', 'forced', 'build', 'condition', 'must']	['imagine', 'forced', 'build', 'condition', 'must']	4
Trubel killed [PERSON] ?	Trubel killed PERSON	trubel killed person	['trubel', 'killed', 'person']	['trubel', 'killed', 'person']	['trubel', 'killed', 'person']	7
I always said I'd leave off when the time came .	I always said Id leave off when the time came	i always said id leave off when the time came	['i', 'always', 'said', 'id', 'leave', 'off', 'when', 'the', 'time', 'came']	['always', 'said', 'id', 'leave', 'time', 'came']	['always', 'said', 'id', 'leave', 'time', 'came']	6
I wonder how she likes it now , being ordered about by an ex-chorus girl .	I wonder how she likes it now  being ordered about by an exchorus girl	i wonder how she likes it now  being ordered about by an exchorus girl	['i', 'wonder', 'how', 'she', 'likes', 'it', 'now', 'being', 'ordered', 'about', 'by', 'an', 'exchorus', 'girl']	['wonder', 'likes', 'ordered', 'exchorus', 'girl']	['wonder', 'like', 'ordered', 'exchorus', 'girl']	3
[PERSON] has every paper lined up and he's feeding them doctored - up junk !	PERSON has every paper lined up and hes feeding them doctored  up junk	person has every paper lined up and hes feeding them doctored  up junk	['person', 'has', 'every', 'paper', 'lined', 'up', 'and', 'hes', 'feeding', 'them', 'doctored', 'up', 'junk']	['person', 'every', 'paper', 'lined', 'hes', 'feeding', 'doctored', 'junk']	['person', 'every', 'paper', 'lined', 'he', 'feeding', 'doctored', 'junk']	3
We're going now , and I was afraid I wouldn't see you again .	Were going now  and I was afraid I wouldnt see you again	were going now  and i was afraid i wouldnt see you again	['were', 'going', 'now', 'and', 'i', 'was', 'afraid', 'i', 'wouldnt', 'see', 'you', 'again']	['going', 'afraid', 'wouldnt', 'see']	['going', 'afraid', 'wouldnt', 'see']	6
All killed ?	All killed	all killed	['all', 'killed']	['killed']	['killed']	4
[PERSON] , shall we continue to plan ?	PERSON  shall we continue to plan	person  shall we continue to plan	['person', 'shall', 'we', 'continue', 'to', 'plan']	['person', 'shall', 'continue', 'plan']	['person', 'shall', 'continue', 'plan']	1, 2
You can't hide a corpse , [PERSON] .	You cant hide a corpse  PERSON	you cant hide a corpse  person	['you', 'cant', 'hide', 'a', 'corpse', 'person']	['cant', 'hide', 'corpse', 'person']	['cant', 'hide', 'corpse', 'person']	1
That will be the toughest part .	That will be the toughest part	that will be the toughest part	['that', 'will', 'be', 'the', 'toughest', 'part']	['toughest', 'part']	['toughest', 'part']	6
How about this . How about you call me never .	How about this  How about you call me never	how about this  how about you call me never	['how', 'about', 'this', 'how', 'about', 'you', 'call', 'me', 'never']	['call', 'never']	['call', 'never']	1, 3
She figured out where the kids are being held , and she wants us to go rescue them .	She figured out where the kids are being held  and she wants us to go rescue them	she figured out where the kids are being held  and she wants us to go rescue them	['she', 'figured', 'out', 'where', 'the', 'kids', 'are', 'being', 'held', 'and', 'she', 'wants', 'us', 'to', 'go', 'rescue', 'them']	['figured', 'kids', 'held', 'wants', 'us', 'go', 'rescue']	['figured', 'kid', 'held', 'want', 'u', 'go', 'rescue']	2, 4, 6, 7
I think she's pretty .	I think shes pretty	i think shes pretty	['i', 'think', 'shes', 'pretty']	['think', 'shes', 'pretty']	['think', 'shes', 'pretty']	5
itself but simply a tool , as language is to thought .	itself but simply a tool  as language is to thought	itself but simply a tool  as language is to thought	['itself', 'but', 'simply', 'a', 'tool', 'as', 'language', 'is', 'to', 'thought']	['simply', 'tool', 'language', 'thought']	['simply', 'tool', 'language', 'thought']	5
You been in touch with [PERSON] ...	You been in touch with PERSON	you been in touch with person	['you', 'been', 'in', 'touch', 'with', 'person']	['touch', 'person']	['touch', 'person']	4
Any day now the doctors say they may find the antitoxin .	Any day now the doctors say they may find the antitoxin	any day now the doctors say they may find the antitoxin	['any', 'day', 'now', 'the', 'doctors', 'say', 'they', 'may', 'find', 'the', 'antitoxin']	['day', 'doctors', 'say', 'may', 'find', 'antitoxin']	['day', 'doctor', 'say', 'may', 'find', 'antitoxin']	2
Why aren't you chasing ambulances ?	Why arent you chasing ambulances	why arent you chasing ambulances	['why', 'arent', 'you', 'chasing', 'ambulances']	['arent', 'chasing', 'ambulances']	['arent', 'chasing', 'ambulance']	7
Is Mommy going to be all right ?	Is Mommy going to be all right	is mommy going to be all right	['is', 'mommy', 'going', 'to', 'be', 'all', 'right']	['mommy', 'going', 'right']	['mommy', 'going', 'right']	4
We lost [PERSON] !	We lost PERSON	we lost person	['we', 'lost', 'person']	['lost', 'person']	['lost', 'person']	4, 6, 7
What is this ? My son needs his rest .	What is this  My son needs his rest	what is this  my son needs his rest	['what', 'is', 'this', 'my', 'son', 'needs', 'his', 'rest']	['son', 'needs', 'rest']	['son', 'need', 'rest']	1, 7
How was [LOCATION] ?	How was LOCATION	how was location	['how', 'was', 'location']	['location']	['location']	2
Out ! Get out !	Out  Get out	out  get out	['out', 'get', 'out']	['get']	['get']	1, 3, 4
I always said you was the whitest [N-WORD] I ever knew , [PERSON] .	I always said you was the whitest NWORD I ever knew  PERSON	i always said you was the whitest nword i ever knew  person	['i', 'always', 'said', 'you', 'was', 'the', 'whitest', 'nword', 'i', 'ever', 'knew', 'person']	['always', 'said', 'whitest', 'nword', 'ever', 'knew', 'person']	['always', 'said', 'whitest', 'nword', 'ever', 'knew', 'person']	5
Ah , the ice cream shop .	Ah  the ice cream shop	ah  the ice cream shop	['ah', 'the', 'ice', 'cream', 'shop']	['ah', 'ice', 'cream', 'shop']	['ah', 'ice', 'cream', 'shop']	2, 5
One way to pleasure .	One way to pleasure	one way to pleasure	['one', 'way', 'to', 'pleasure']	['one', 'way', 'pleasure']	['one', 'way', 'pleasure']	5
Something's wrong here .	Somethings wrong here	somethings wrong here	['somethings', 'wrong', 'here']	['somethings', 'wrong']	['somethings', 'wrong']	4
I'm looking for a girl .	Im looking for a girl	im looking for a girl	['im', 'looking', 'for', 'a', 'girl']	['im', 'looking', 'girl']	['im', 'looking', 'girl']	2
I thought politics interested you .	I thought politics interested you	i thought politics interested you	['i', 'thought', 'politics', 'interested', 'you']	['thought', 'politics', 'interested']	['thought', 'politics', 'interested']	7
The hostage negotiator's on his way , sir .	The hostage negotiators on his way  sir	the hostage negotiators on his way  sir	['the', 'hostage', 'negotiators', 'on', 'his', 'way', 'sir']	['hostage', 'negotiators', 'way', 'sir']	['hostage', 'negotiator', 'way', 'sir']	2, 4
The dog's mine to kill , an eye for an eye .	The dogs mine to kill  an eye for an eye	the dogs mine to kill  an eye for an eye	['the', 'dogs', 'mine', 'to', 'kill', 'an', 'eye', 'for', 'an', 'eye']	['dogs', 'mine', 'kill', 'eye', 'eye']	['dog', 'mine', 'kill', 'eye', 'eye']	1
They're saying they're not responsible for what people put on their website .	Theyre saying theyre not responsible for what people put on their website	theyre saying theyre not responsible for what people put on their website	['theyre', 'saying', 'theyre', 'not', 'responsible', 'for', 'what', 'people', 'put', 'on', 'their', 'website']	['theyre', 'saying', 'theyre', 'responsible', 'people', 'put', 'website']	['theyre', 'saying', 'theyre', 'responsible', 'people', 'put', 'website']	1
Maybe this goddamn bastard of an election will get itself resolved .	Maybe this goddamn bastard of an election will get itself resolved	maybe this goddamn bastard of an election will get itself resolved	['maybe', 'this', 'goddamn', 'bastard', 'of', 'an', 'election', 'will', 'get', 'itself', 'resolved']	['maybe', 'goddamn', 'bastard', 'election', 'get', 'resolved']	['maybe', 'goddamn', 'bastard', 'election', 'get', 'resolved']	1
She's my child too .	Shes my child too	shes my child too	['shes', 'my', 'child', 'too']	['shes', 'child']	['shes', 'child']	1
What are you gonna do if one of them catches you ?	What are you gonna do if one of them catches you	what are you gonna do if one of them catches you	['what', 'are', 'you', 'gonna', 'do', 'if', 'one', 'of', 'them', 'catches', 'you']	['gonna', 'one', 'catches']	['gonna', 'one', 'catch']	4
I will never forget his face when we entered in the room of the Mrs. [PERSON] .	I will never forget his face when we entered in the room of the Mrs PERSON	i will never forget his face when we entered in the room of the mrs person	['i', 'will', 'never', 'forget', 'his', 'face', 'when', 'we', 'entered', 'in', 'the', 'room', 'of', 'the', 'mrs', 'person']	['never', 'forget', 'face', 'entered', 'room', 'mrs', 'person']	['never', 'forget', 'face', 'entered', 'room', 'mr', 'person']	5
No , not today .	No  not today	no  not today	['no', 'not', 'today']	['today']	['today']	1, 3
The men aren't gonna be happy about what you've been doing .	The men arent gonna be happy about what youve been doing	the men arent gonna be happy about what youve been doing	['the', 'men', 'arent', 'gonna', 'be', 'happy', 'about', 'what', 'youve', 'been', 'doing']	['men', 'arent', 'gonna', 'happy', 'youve']	['men', 'arent', 'gonna', 'happy', 'youve']	1
I was the world's nicest guy , and they ruined my life for no reason .	I was the worlds nicest guy  and they ruined my life for no reason	i was the worlds nicest guy  and they ruined my life for no reason	['i', 'was', 'the', 'worlds', 'nicest', 'guy', 'and', 'they', 'ruined', 'my', 'life', 'for', 'no', 'reason']	['worlds', 'nicest', 'guy', 'ruined', 'life', 'reason']	['world', 'nicest', 'guy', 'ruined', 'life', 'reason']	6
Grow , cuz .	Grow  cuz	grow  cuz	['grow', 'cuz']	['grow', 'cuz']	['grow', 'cuz']	1
Trying to make me crawl and cower and cringe and admit to your monstrous lies .	Trying to make me crawl and cower and cringe and admit to your monstrous lies	trying to make me crawl and cower and cringe and admit to your monstrous lies	['trying', 'to', 'make', 'me', 'crawl', 'and', 'cower', 'and', 'cringe', 'and', 'admit', 'to', 'your', 'monstrous', 'lies']	['trying', 'make', 'crawl', 'cower', 'cringe', 'admit', 'monstrous', 'lies']	['trying', 'make', 'crawl', 'cower', 'cringe', 'admit', 'monstrous', 'lie']	3
End of the line , asshole .	End of the line  asshole	end of the line  asshole	['end', 'of', 'the', 'line', 'asshole']	['end', 'line', 'asshole']	['end', 'line', 'asshole']	1
I've never done anything like that before in my life .	Ive never done anything like that before in my life	ive never done anything like that before in my life	['ive', 'never', 'done', 'anything', 'like', 'that', 'before', 'in', 'my', 'life']	['ive', 'never', 'done', 'anything', 'like', 'life']	['ive', 'never', 'done', 'anything', 'like', 'life']	7
She hates me .	She hates me	she hates me	['she', 'hates', 'me']	['hates']	['hate']	1
I'll disinherit him .	Ill disinherit him	ill disinherit him	['ill', 'disinherit', 'him']	['ill', 'disinherit']	['ill', 'disinherit']	3
Nobody remembers number two .	Nobody remembers number two	nobody remembers number two	['nobody', 'remembers', 'number', 'two']	['nobody', 'remembers', 'number', 'two']	['nobody', 'remembers', 'number', 'two']	6
People talk about a castle shaped like a hand .	People talk about a castle shaped like a hand	people talk about a castle shaped like a hand	['people', 'talk', 'about', 'a', 'castle', 'shaped', 'like', 'a', 'hand']	['people', 'talk', 'castle', 'shaped', 'like', 'hand']	['people', 'talk', 'castle', 'shaped', 'like', 'hand']	2
I can't dance tonight .	I cant dance tonight	i cant dance tonight	['i', 'cant', 'dance', 'tonight']	['cant', 'dance', 'tonight']	['cant', 'dance', 'tonight']	6
She seems nice .	She seems nice	she seems nice	['she', 'seems', 'nice']	['seems', 'nice']	['seems', 'nice']	5
Come on . I got a schedule to keep .	Come on  I got a schedule to keep	come on  i got a schedule to keep	['come', 'on', 'i', 'got', 'a', 'schedule', 'to', 'keep']	['come', 'got', 'schedule', 'keep']	['come', 'got', 'schedule', 'keep']	1
She can't know we're nuns ! Why not ? What if [PERSON] and [PERSON] find her ?	She cant know were nuns  Why not  What if PERSON and PERSON find her	she cant know were nuns  why not  what if person and person find her	['she', 'cant', 'know', 'were', 'nuns', 'why', 'not', 'what', 'if', 'person', 'and', 'person', 'find', 'her']	['cant', 'know', 'nuns', 'person', 'person', 'find']	['cant', 'know', 'nun', 'person', 'person', 'find']	4
Well , I reckon I'm in .	Well  I reckon Im in	well  i reckon im in	['well', 'i', 'reckon', 'im', 'in']	['well', 'reckon', 'im']	['well', 'reckon', 'im']	8
