text	tokenized	preprocessed	label
So why didn't you invite [PERSON] ?	['whi', 'didnt', 'invit', 'person']	whi didnt invit person	7
So you don't think that's funny ?	['dont', 'think', 'funni']	dont think funni	7
So you're behind all this .	['behind']	behind	7
So you're [PERSON] .	['person']	person	7
So , a rose is not a rose , and an umbrella has nothing to do with rain .	['rose', 'rose', 'umbrella', 'noth', 'rain']	rose rose umbrella noth rain	7
So , how is it you know so little about cars ?	['know', 'littl', 'car']	know littl car	7
So , I can not imagine , my dear [PERSON] , why you should wish to involve yourself .	['imagin', 'dear', 'person', 'whi', 'wish', 'involv']	imagin dear person whi wish involv	7
So , I heard you we're going to propose to [PERSON] in some theme park .	['heard', 'go', 'propos', 'person', 'theme', 'park']	heard go propos person theme park	7
So , what can I do for you ?	[]		7
So , you're a lawyer now ?	['lawyer']	lawyer	7
Some unidentified walk - in is telling us the Russians are way behind , they can't hurt us , we can pull in our horns .	['unidentifi', 'walk', 'tell', 'us', 'russian', 'way', 'behind', 'cant', 'hurt', 'us', 'pull', 'horn']	unidentifi walk tell us russian way behind cant hurt us pull horn	7
Someone gathered the powders to sleep to the tonic ?	['someon', 'gather', 'powder', 'sleep', 'tonic']	someon gather powder sleep tonic	7
Someone we know ?	['someon', 'know']	someon know	7
Someone's shown up to bail the city out .	['someon', 'shown', 'bail', 'citi']	someon shown bail citi	7
Something about your mother .	['someth', 'mother']	someth mother	7
Something very unusual has happened .	['someth', 'veri', 'unusu', 'happen']	someth veri unusu happen	7
Something's happened to the dog .	['someth', 'happen', 'dog']	someth happen dog	7
Sometimes , in the middle of the night , I sit up and wonder where I am .	['sometim', 'middl', 'night', 'sit', 'wonder']	sometim middl night sit wonder	7
Sounds great , but what is it ?	['sound', 'great']	sound great	7
Strange men , you mean ?	['strang', 'men', 'mean']	strang men mean	7
Strelnikov is dead . - What ?	['strelnikov', 'dead']	strelnikov dead	7
Styles Court is even glorious !	['style', 'court', 'even', 'glorious']	style court even glorious	7
Suck on that . Hey , who's there ?	['suck', 'hey', 'whos']	suck hey whos	7
Suppose I could prove it to you . Suppose I asked you for your help . Would you give it to me , without telling anybody , not saying anything to anyone ?	['suppos', 'could', 'prove', 'suppos', 'ask', 'help', 'would', 'give', 'without', 'tell', 'anybodi', 'say', 'anyth', 'anyon']	suppos could prove suppos ask help would give without tell anybodi say anyth anyon	7
Sure I do .	['sure']	sure	7
Take all the time in the world , Barley .	['take', 'time', 'world', 'barley']	take time world barley	7
Talk what things over ?	['talk', 'thing']	talk thing	7
Tell me what [PERSON] was doing with a bribery file .	['tell', 'person', 'briberi', 'file']	tell person briberi file	7
Tell me what ?	['tell']	tell	7
Tell me , what keeps you from burning out ?	['tell', 'keep', 'burn']	tell keep burn	7
That chorus , they work really hard .	['chorus', 'work', 'realli', 'hard']	chorus work realli hard	7
That huge place over there ?	['huge', 'place']	huge place	7
That is outrageous .	['outrag']	outrag	7
That is some horse .	['hors']	hors	7
That meteor is either very light , which is unheard of , or it's hollow .	['meteor', 'either', 'veri', 'light', 'unheard', 'hollow']	meteor either veri light unheard hollow	7
That name's kinda familiar , ain't it , Mink ?	['name', 'kinda', 'familiar', 'aint', 'mink']	name kinda familiar aint mink	7
That only took two seconds .	['onli', 'took', 'two', 'second']	onli took two second	7
That surprises me even more .	['surpris', 'even']	surpris even	7
That surprises me .	['surpris']	surpris	7
That was close .	['close']	close	7
That was his wife's plantation ?	['wife', 'plantat']	wife plantat	7
That was my girl . Wait .	['girl', 'wait']	girl wait	7
That was some road trip .	['road', 'trip']	road trip	7
That !	[]		7
That'd be great . Thank you .	['thatd', 'great', 'thank']	thatd great thank	8, 7
That's a big surprise .	['big', 'surpris']	big surpris	7
That's a hell of a story , Bell .	['hell', 'stori', 'bell']	hell stori bell	7
That's a lot of love , to give up the money he's making .	['lot', 'love', 'give', 'money', 'hes', 'make']	lot love give money hes make	7
That's a terrible lot of money for a working woman to pay .	['terribl', 'lot', 'money', 'work', 'woman', 'pay']	terribl lot money work woman pay	7
That's a twist . - Oh , a fruit twist ?	['twist', 'oh', 'fruit', 'twist']	twist oh fruit twist	7
That's a weapon in your world ?	['weapon', 'world']	weapon world	7
That's all ?	[]		7
That's confusing the issue .	['confus', 'issu']	confus issu	7
That's incredible .	['incred']	incred	7
That's not bad for a blind man .	['bad', 'blind', 'man']	bad blind man	7
That's not judge [PERSON] .	['judg', 'person']	judg person	7
That's not unusual .	['unusu']	unusu	7
That's odd .	['odd']	odd	7
That's right , $ , .	['right']	right	7
That's some ride , huh ?	['ride', 'huh']	ride huh	7
That's some sign you got on the door out there .	['sign', 'got', 'door']	sign got door	7
That's strange , my brother can't drive like that .	['strang', 'brother', 'cant', 'drive', 'like']	strang brother cant drive like	7
That's the biggest pot yet .	['biggest', 'pot', 'yet']	biggest pot yet	7
That's the boy wonder ?	['boy', 'wonder']	boy wonder	7
That's the first encouraging thing you've said .	['first', 'encourag', 'thing', 'youv', 'said']	first encourag thing youv said	7
That's very rare .	['veri', 'rare']	veri rare	7
That's why I couldn't remember anything on Saturday .	['whi', 'couldnt', 'rememb', 'anyth', 'saturday']	whi couldnt rememb anyth saturday	7
That's why you brought me here ?	['whi', 'brought']	whi brought	7
The back door !	['back', 'door']	back door	7
The Belgian of the village ?	['belgian', 'villag']	belgian villag	7
The best ! - Mr. [PERSON] !	['best', 'mr', 'person']	best mr person	7
The bus , the bus !	['bus', 'bus']	bus bus	7
The chauffeur ? The stable boy ?	['chauffeur', 'stabl', 'boy']	chauffeur stabl boy	7
The creatures were about uh , four foot .	['creatur', 'uh', 'four', 'foot']	creatur uh four foot	7
The defence has an interesting point .	['defenc', 'interest', 'point']	defenc interest point	7
The dog grabs the gorilla and swings what ?	['dog', 'grab', 'gorilla', 'swing']	dog grab gorilla swing	7
The dove was a ghost ?	['dove', 'ghost']	dove ghost	7
The Enquirer . The Star . Variety .	['enquir', 'star', 'varieti']	enquir star varieti	7
The first person who's nice to us is another out - of - towner .	['first', 'person', 'whos', 'nice', 'us', 'anoth', 'towner']	first person whos nice us anoth towner	7
The heavyweight champion is down !	['heavyweight', 'champion']	heavyweight champion	7
The horse ? - The horse .	['hors', 'hors']	hors hors	7
The island's ours ?	['island']	island	7
The killer ! - There's no killer here .	['killer', 'killer']	killer killer	7
The Lady herself Inglethorp !	['ladi', 'inglethorp']	ladi inglethorp	7
The Martians had calculated their descent with amazing perfection .	['martian', 'calcul', 'descent', 'amaz', 'perfect']	martian calcul descent amaz perfect	7
The Miss [PERSON] ? I don't believe it . My brother , [PERSON] , told me all about you .	['miss', 'person', 'dont', 'believ', 'brother', 'person', 'told']	miss person dont believ brother person told	7
The [PERSON] !	['person']	person	7
The old man can still catch , huh ?	['old', 'man', 'still', 'catch', 'huh']	old man still catch huh	7
The old man was right after all !	['old', 'man', 'right']	old man right	7
The President doesn't know it's occurring .	['presid', 'doesnt', 'know', 'occur']	presid doesnt know occur	7
The princess has been acting very strangely .	['princess', 'act', 'veri', 'strang']	princess act veri strang	7
The ring !	['ring']	ring	7
The stewardess is flying the plane ?	['stewardess', 'fli', 'plane']	stewardess fli plane	7
The suspect's body , who we now believe is our Jack the Ripper copycat , was discovered late last night .	['suspect', 'bodi', 'believ', 'jack', 'ripper', 'copycat', 'discov', 'late', 'last', 'night']	suspect bodi believ jack ripper copycat discov late last night	7
The things are walking fast , my friend . Perhaps fast too much .	['thing', 'walk', 'fast', 'friend', 'perhap', 'fast', 'much']	thing walk fast friend perhap fast much	7
The tree is alive ?	['tree', 'aliv']	tree aliv	7
The woman that let her in swears your secretary told her she was with the National Transportation Safety Board .	['woman', 'let', 'swear', 'secretari', 'told', 'nation', 'transport', 'safeti', 'board']	woman let swear secretari told nation transport safeti board	7
Then again , you never can tell .	['never', 'tell']	never tell	7
Then he was relieved unjustly ?	['reliev', 'unjust']	reliev unjust	7
Then why are you hanging around here ?	['whi', 'hang', 'around']	whi hang around	7
Then you weren't angry because I wasn't there ?	['werent', 'angri', 'becaus', 'wasnt']	werent angri becaus wasnt	7
Then , suddenly , I vomited on my family . Hmm .	['sudden', 'vomit', 'famili', 'hmm']	sudden vomit famili hmm	7
Theoretically , it should have a much greater effect .	['theoret', 'much', 'greater', 'effect']	theoret much greater effect	7
There are you , free to come and go as you please , and you choose to stay here .	['free', 'come', 'go', 'pleas', 'choos', 'stay']	free come go pleas choos stay	7
There I was , face to face with [PERSON] .	['face', 'face', 'person']	face face person	7
There is something strange about that boy !	['someth', 'strang', 'boy']	someth strang boy	7
There ought to be some ...	['ought']	ought	7
There she sat , gazing at me with her big eyes .	['sat', 'gaze', 'big', 'eye']	sat gaze big eye	7
There they are , they must have found her !	['must', 'found']	must found	8, 7
There's a airplane on you . - You drew an airplane on me ?	['airplan', 'drew', 'airplan']	airplan drew airplan	7
There's a shitload of that .	['shitload']	shitload	7
There's a wireless in this hut , sir .	['wireless', 'hut', 'sir']	wireless hut sir	7
There's somebody at the door .	['somebodi', 'door']	somebodi door	7
There's somebody out there .	['somebodi']	somebodi	7
They are wise , these old women !	['wise', 'old', 'women']	wise old women	7
They don't know he's here , do they ?	['dont', 'know', 'hes']	dont know hes	7
They got ta be out of their minds !	['got', 'ta', 'mind']	got ta mind	7
They haven't even been touched !	['havent', 'even', 'touch']	havent even touch	7
They just all happened to be in the same place ...	['happen', 'place']	happen place	7
They laugh and kiss , then they scream and beat each other .	['laugh', 'kiss', 'scream', 'beat']	laugh kiss scream beat	7
They must've wiped this place clean .	['mustv', 'wipe', 'place', 'clean']	mustv wipe place clean	7
They sent you . - What ?	['sent']	sent	7
They told me you had a wine cellar , but I didn't believe it .	['told', 'wine', 'cellar', 'didnt', 'believ']	told wine cellar didnt believ	7
They told me you wouldn't see me .	['told', 'wouldnt', 'see']	told wouldnt see	7
They took [PERSON]'s body ? He can't even bury her ?	['took', 'person', 'bodi', 'cant', 'even', 'buri']	took person bodi cant even buri	7
They wouldn't let you take your dog ?	['wouldnt', 'let', 'take', 'dog']	wouldnt let take dog	7
They're real , aren't they ?	['theyr', 'real', 'arent']	theyr real arent	7
They're unbelievable .	['theyr', 'unbeliev']	theyr unbeliev	7
They've all left their tire tracks on the desert roads .	['theyv', 'left', 'tire', 'track', 'desert', 'road']	theyv left tire track desert road	7
This doesn't make sense .	['doesnt', 'make', 'sens']	doesnt make sens	7
This heat is really something .	['heat', 'realli', 'someth']	heat realli someth	7
This horse is a running motherfucker . - No , shit . - Yeah .	['hors', 'run', 'motherfuck', 'shit', 'yeah']	hors run motherfuck shit yeah	7
This is a better game than I thought .	['better', 'game', 'thought']	better game thought	7
This is a surprise .	['surpris']	surpris	7
This is absurd .	['absurd']	absurd	7
This is an unscheduled surprise .	['unschedul', 'surpris']	unschedul surpris	7
This is one sophisticated operation .	['one', 'sophist', 'oper']	one sophist oper	8, 7
This is quite a pleasant surprise .	['quit', 'pleasant', 'surpris']	quit pleasant surpris	7
This is quite a setup they have here .	['quit', 'setup']	quit setup	7
This is the bridal suite ?	['bridal', 'suit']	bridal suit	7
This is the largest police car I've ever seen .	['largest', 'polic', 'car', 'ive', 'ever', 'seen']	largest polic car ive ever seen	7
This is your idea ?	['idea']	idea	7
This kid's taking this too good .	['kid', 'take', 'good']	kid take good	7
This morning this place was filled with books , wall to wall !	['morn', 'place', 'fill', 'book', 'wall', 'wall']	morn place fill book wall wall	7
This one's on the house . - Thanks , but ...	['one', 'hous', 'thank']	one hous thank	7
This was the most - watched event in the history of the National Press Club .	['watch', 'event', 'histori', 'nation', 'press', 'club']	watch event histori nation press club	7
This ? Do you know what this is ?	['know']	know	7
Those bathing beauties you've been watching haven't raised your temperature one degree in a month .	['bath', 'beauti', 'youv', 'watch', 'havent', 'rais', 'temperatur', 'one', 'degre', 'month']	bath beauti youv watch havent rais temperatur one degre month	7
Those men hadn't even thought of that .	['men', 'hadnt', 'even', 'thought']	men hadnt even thought	7
Thought I saw some resemblance .	['thought', 'saw', 'resembl']	thought saw resembl	7
Thought she wants to get an education .	['thought', 'want', 'get', 'educ']	thought want get educ	7
To cover it up .	['cover']	cover	7
To me , man is a tremendous creation , an inconceivable thought .	['man', 'tremend', 'creation', 'inconceiv', 'thought']	man tremend creation inconceiv thought	7
