text	label
Hey , would you like to dance ?	2
That chorus , they work really hard .	7
A command is a lonely job . It isn't easy to make decisions .	6
It's time I faced up to what I do have to do .	8, 2
Vinnie !	7
Fire the security department !	1
Great !	5
Then they'll kill him .	4
On , on !	2
Now look at all this fucking mess !	3
No , some day I'm really going to [LOCATION] .	2
Shit .	1, 6, 7
How can I sleep when they stole my children ?	4
This was the genius of the stroke :	5
Cody , please ! You must listen !	1
About [PERSON] , you told me that your husband [PERSON] deserted you .	6
[PERSON] , show him the paper .	2
They'll shit down their pants and run like rabbits .	3, 4
You find it hard to believe that this is not just a dream you dreamed a long time ago .	2
Hey , daddy's friends are here .	2
Okay , everybody out . The party's over .	1, 2, 3
Bullshit ! What do you see ?	1, 2
Why don't they use something easy to get ?	7
He's killing me .	4
Just when I think you're dead , you always come back .	7
This is okay .	8
I'd never leave you , Daddy .	8
I tell you , our side will always win .	8, 5
This is a whole new world to me .	2
You found her .	5, 7
Very well . I understand , doctor .	6
Yes , but he went off without me , didn't he ?	1, 6
If I'd only figured it out before maybe we wouldn't have been trapped down here .	6
You found courage .	8, 5
You are an old man who will make trouble with his mouth .	3
Are you sure it's him ?	4, 7
The wise man gets drunk to spend his time with fools .	3
I don't believe you . - You can't accuse me , sir .	1, 4
Mark , I was the one who had the worm . Thank you .	1
You want to go ?	2
It's cute , isn't it ?	2
There she sat , gazing at me with her big eyes .	7
I married [PERSON] because I was in love with him .	8, 5
I look great !	8, 5
Are you really a singer ?	7
She's on her way . - Fine .	1
We are not gonna pay you nothing .	1
There . Have no fear , my son .	8
What the hell are you talking about ? We had drinks last night .	1, 7
Ahoy , there !	2, 5
Boy , I don't know how you survived in this world up to now .	7
That's why you and [PERSON] were special .	8
Come on up for just a few minutes .	2
Get pencils and paper , quick !	2
I want the whole morning edition a blast to push him off the floor .	1
That's when they come . That's why they're called surprises .	2, 5, 7
Can you think of something else ?	2
You should not be afraid to touch me .	8
However many questions you ask , you never expect an answer .	1
Absolutely .	8, 5
The judges that are making these decisions are gonna be read about in history .	8, 2
For God's sakes , be careful out there !	4
The van is waiting to take you to your  Live at Noon  spot .	2
What's the matter , kids ?	7
That's how wars start .	6
You just enjoy your wine . I know , you've told me .	5
Who , you mean the current acting President of the [LOCATION] ?	7
Terror tactics , man .	1, 4
Everybody calls you plain [PERSON] , why can't I ?	1
Have a cigar , [PERSON] , and I'll join you .	2
You little bastard .	1
Are you mocking me ?	1
What should we do , moron ?	3
They're savages , savages	3
It's not mine . Do you still claim you have an identical scarf ?	1
You have destroyed us .	4
A deception ?	4
I never see anything happen .	6
I want to overthrow the Grand Duchess .	2
It's not so simple . What the hell isn't so simple ?	1
That will be enough , [PERSON] .	1
One thing ... Admiral [PERSON] only allowed us planes ...	4
You know I told you that [PERSON] and I are going to get married ... when he comes back from the maneuvers .	2
I hardly recognize him with his mouth closed .	3
There'll be someone , don't worry .	8
What the hell happened in there ?	1, 7
I was just an ensign .	6
If you don't , somebody else will .	1, 7
I , uh ...	6
I want to meet my mother .	2
Darn it , [PERSON] .	1, 3
Turned out that my father and his business partner were involved in a Ponzi scheme .	1, 3
I'm not some gun for hire .	3
I'm very sorry about that , Miss.[LOCATION] . .	6
Let them look .	8
I'd like to see the rest of the guns now .	2
But I'm very happy to have met you .	5
No , thanks , I almost died once already today .	1, 2, 5
And now the kidnappers are playing them against each other , trying to get the $ million .	4
Oh , shit , he's here .	4
What are you looking at me like that for ?	1
How about paying for something you drop by accident ?	3
Check it out .	2
Some gang !	8, 1, 5
A wonderful idea .	5
Is it ... and look who's there !	5, 7
But , they might be ready to make a go of it on their own .	8, 2, 5
I didn't hear no bell !	1
I'm grounded .	6
Oh , shit .	4, 6
But I think you'll enjoy his game .	2, 7
I didn't even have time to wash my hair today .	6
It went ' pop . ' Exploded .	8
That spark and fire I used to see in her eyes is gone .	6
What money , asshole ?	1, 3
I got it , but I don't know .	8, 6
They were beautiful once .	5
As she told me of all the things that they did to protect children .	2, 5
It can't be a coincidence it lays out this way , [PERSON] .	4
No . And I'm sure you understand that , sister [PERSON] of the Annunciation .	1
Goddamn , that thing's got more holes than my daddy's rubber .	3
I cheat . So does she . But I cheat better .	5
Hi , Pa.[LOCATION]	8, 5
And I hate the way you drive , and I hate your stinking whiskey breath .	1
Everything is cold and finished .	6
Did it ever occur to you , [PERSON] , that the prince looked everywhere for [PERSON] just so that he could put the shoe back on her foot ?	1
God , I'll lose him .	4
I can't stand it here any longer .	1
Sorry , boys .	6
First of all , I'd like to thank everyone who supported me in my race for Mayor .	5
You didn't say grace .	1
Deal them up , Shooter .	2
I'd rather be dead .	6
What , do you think I consider it recreation ?	7
Well , then , I'd say the reason that you broke up is important .	8
Why is he letting him go ?	7
Outrageous !	1
Hey , would you get a load of this joint ?	2
lmprovise .	8
This one is getting too popular .	1, 3, 7
To tell you the truth , [LOCATION] frightens me .	4
Another big guy , he pulls his badge , and he says :	4
And if he doesn't get it , he goes into bankruptcy and throws 900 , men out of work .	4
He was trying to stop it .	4
No , no , I will not go crawling back to that woman	3
Bring her .	1, 3, 4
You homo !	3
I just got a great idea for the campaign . Can you come over ?	2
Yeah , I'm afraid it is , [PERSON] .	6
If you ever had a sense of humor . When you finish testifying ,	1
When was the last time you saw her ?	6
You're gonna die .	1, 3
Now he takes an utter stranger into the family .	3
We're looking at economic instability , we're looking at housing instability .	6
But there's an insurance log that monitors how much money is in the bank at any given time .	6
What do you want to do about the body ?	4
A man I've admired and worshipped all my life .	5
And so I clicked it and ... There was the pictures of my daughter .	7
It's not going to go that far .	3
Yeah , um , are we starting the interview now ?	4
Look , it's [PERSON] !	7
Heh heh . Hear my words , demon . I will cast thee from this poor woman's soul ,	2
Only a gourd - head would ask a stupid question like that .	3
I wanted to blame myself for my dad's drinking , for my mom's crying all the time and her emotional breakdown .	6
I heard had good marinara sauce . How was it ?	2
Shut up ! - I want out of here .	1
The world will someday see paintings of her . And of her and me . And then it will think ,	2, 5
Told you not to call me that .	1
Of course , Countess !	8
I don't want to argue .	6
So my father was murdered .	4
Will you go along with their agenda ?	2
Their style , but where the hell did they go ?	1
I mean , it's man's favorite subject .	2, 5
Our friend  [PERSON] . 	3
You have a very nice little boy , madame .	5
You know I don't understand that shit .	1
Some day you can punch out your pop .	1, 2
It puts him in the area within one hour of the first killing .	4
Let me try .	1, 2, 5
We can't have that .	1, 6
Come on , we got ta warn him .	4
Why did I ever trust you ?	3
You fucking little douchebag .	1, 3
Had to do all this myself ...	1
Her husband has a beer one night ... Doesn't even comment on the glass .	1, 3
You knew when I point blank asked you , and you lied to me about it .	1, 3, 6
Oh , sure . Cry all you want . 	3
Oh , you must be from around here .	7
Hey , that's it .	5, 7
I live in one room for 8 , years and I'm tired of it .	6
I asked you to come here today to discuss the sale of your formula .	8
I knew I couldn't trust you .	3
Yours will , depend on it . Because you're like all criminals , you're greedy .	3
To avoid bringing disgrace upon a clean and honourable state .	6
Let's forget it .	8, 1
And secure for sea . Aye , sir .	2, 5
I've slaved in that man's factory for years and years .	6
You really are trying to kill me , aren't you ?	4, 7
The opera starts an hour later tonight on account of the parade .	2
No pension plan , no insurance .	1, 6
He went after him like ...	4
Nobody can do that , ... Except you .	8, 5
[PERSON] , they just caught this guy .	7
I will . This isn't exactly comfortable for me . I know you wanted this job .	6
I'll never forget what you've done .	8
I've been trying to find you , but ...	6
So we're gonna stop off and see her on the way back .	2
All other movements are restricted .	1, 2
Well , because that makes sense .	2, 5
He'll be at the beach tomorrow .	2
I wouldn't have missed this for anything .	5
The clerk said she left with one of those two Cuban Hebes .	4, 7
You did not bore me .	7
That's what friends are for .	8
We should set an example , [PERSON] .	2
I feel so bad for [PERSON] .	6
Foo - foo is a good dog .	5
It wasn't her fault , honest it wasn't .	4
We'll relieve you in a couple of hours .	2, 6
That's bad management .	3
Thank you for protection .	8
Tell them to get the hell out of there .	1
You have to stay indoors to avoid them .	4
If the rights of the individual are not respected by the group , the group can not exist .	1
So much fun and imagination .	5
Let's go to St.[LOCATION] .	2
You always blame me !	1
Who is he ?	7
I can hear the fat lady singing , [PERSON] . I can hear her singing .	2
Honey , babe .	8, 5
We can go to the Fairmont ...	6
I've put the gun down .	4
I wanted to be there so I could be close to you .	2
Have them send me up some roast chicken and chocolate pudding .	2
Good afternoon , Mr. [PERSON] !	5
Her boyfriend was killed in a racing accident .	6
He ran over [LOCATION] like you'd run over a dog and never bothered to stop his car .	3
She helped the Royals take her . We're going to need you on this .	8
[PERSON] , don't look so unhappy .	6
[PERSON] god - damn holy reverent shit !	3
And you have my coat ready for me when I'm ready to leave !	8
Please keep in [PERSON] ?	2
Oh , this is such a nice blouse , it has a lot of cleavage And that ought to be very good for business .	2
You know the streets . You know the dealers .	8
