text	label	labelarr	first_label
He was here two weeks before I knew he'd moved in .	7	['7']	7
You make me very happy .	5	['5']	5
You must teach me .	8	['8']	8
It's great to be back home .	5	['5']	5
Oh , you're gonna like this one .	2	['2']	2
My heart is weak , and I'm too old .	1, 4	['1', ' 4']	1
Another day or two , we'll know for sure who it is .	2	['2']	2
How hard would it be to crash a wedding ?	2	['2']	2
There's somethin' I want to show you .	2	['2']	2
You are correct .	8	['8']	8
It was the only game I could find where I wasn't holding markers on somebody .	7	['7']	7
I really belong in jail .	6	['6']	6
Never has deposited it . Like I say , he's a nut .	3	['3']	3
It's over , [PERSON] .	6	['6']	6
I thought I gave you plenty of time to ...	7	['7']	7
Simply stated , [PERSON] , it means that you have suffered damage to the brain .	6	['6']	6
She's an unlucky driver .	6	['6']	6
That's me ! '	2, 5	['2', ' 5']	2
Jeanne ... Majesty .	1, 3, 4	['1', ' 3', ' 4']	1
And if one more guy makes a pass at me , I'm going to sock him in the face .	3	['3']	3
Well , that's right , ma'am .	5	['5']	5
I don't want this no more .	3	['3']	3
Let him back in , [PERSON] , now .	1	['1']	1
Besides , according to your story , you weren't exactly 100 % scientist after you took it .	1	['1']	1
Consuella is right .	8	['8']	8
You're afraid of what may happen if the war comes ?	4	['4']	4
Thanks . - Thank you . - Both of you .	5	['5']	5
He'd been innocent !	7	['7']	7
You've got me worried , dear .	4	['4']	4
Now , let's get back to our examination . Shall we ?	1	['1']	1
But I'm her spiritual adviser .	7	['7']	7
But you had to wait till now , now when [PERSON]'s dying ... to show me that I could never mean any more to you ... than this Watling woman does to [PERSON] .	6	['6']	6
I thought it was a good speech .	5, 6	['5', ' 6']	5
If we had known , we would have greeted you with flowers .	6	['6']	6
She's lovely .	8, 5	['8', ' 5']	8
My husband will kill me when he finds out .	4	['4']	4
It is [PERSON] , the High Priest , who is filthy in his ways .	3	['3']	3
What is this ? My son needs his rest .	1, 7	['1', ' 7']	1
Look what's in the street .	2, 4, 7	['2', ' 4', ' 7']	2
He refuses an offer to merge with the New York Trust , the only thing that'll put this bank on safe ground .	1	['1']	1
I want you to meet somebody .	5	['5']	5
Fuck the office !	1, 3	['1', ' 3']	1
You named it .	8, 7	['8', ' 7']	8
At bottom she's a very dull girl and the life she pictures for herself is the life she belongs in .	3	['3']	3
I was in a really bad place .	6	['6']	6
Yeah , a beer , please .	5	['5']	5
We're looking forward to a real contest .	2	['2']	2
That's the most important piece of evidence we've heard yet .	8	['8']	8
Most people think they're beautiful dresses on beautiful women .	3	['3']	3
Then don't say it .	1	['1']	1
Why don't we see if we can find a nice place for her .	2, 4, 6	['2', ' 4', ' 6']	2
Oh , sure . They have a terrific dental plan . But that wasn't why .	8	['8']	8
When [PERSON] died , [PERSON] was only five .	6	['6']	6
That is some horse .	7	['7']	7
I said no !	1	['1']	1
So , one day , it was my turn and I was just so determined that I was ... gonna show her I could be just as good as she could .	2	['2']	2
Yes , we can . - How ?	2	['2']	2
Deadly and poisonous .	4	['4']	4
We're together on that , aren't we ?	8	['8']	8
We'll hurry .	2	['2']	2
If you're going to wonder , let's go and do it over a steak .	2	['2']	2
People with money like uniforms .	1, 3	['1', ' 3']	1
You ever make me look stupid , you're dead .	1	['1']	1
I'll call all your wives and girls for you .	2	['2']	2
The [PERSON] woman died today .	6	['6']	6
How's Miss [PERSON] bearing up ?	4	['4']	4
Go on , give yourself a treat .	5	['5']	5
I've been dancing my ass off , my feet are killing me , these shoes are too small .	1	['1']	1
Get out of my way .	1	['1']	1
But I'm not out of danger yet .	4	['4']	4
Do you think I'd be grateful for an easy life when my friends are treated like animals ?	3	['3']	3
Is that what you want ?	7	['7']	7
It's a hell of a way to impress my new partners .	1, 2, 4	['1', ' 2', ' 4']	1
Aw , jeez ! Look at these guys .	5	['5']	5
I'm sure glad we've run into you .	5	['5']	5
Fucking bitch !	1, 3	['1', ' 3']	1
Come on , do what I tell you !	1	['1']	1
Do you remember when we first met ?	8, 2, 4, 5	['8', ' 2', ' 4', ' 5']	8
l got lost .	6	['6']	6
Well , I'd like to help you out , mister . There's nothing I can do .	3, 6	['3', ' 6']	3
That's a beautiful dress .	5	['5']	5
Must be a beautiful horse .	5	['5']	5
I didn't think you'd shoot .	7	['7']	7
Call the police .	4	['4']	4
Say , don't annoy me .	1	['1']	1
You know what we're fighting out there , and they know it !	8, 2	['8', ' 2']	8
I understand .	8, 6	['8', ' 6']	8
We must have missed him .	6	['6']	6
This hurts , [LOCATION] .	6	['6']	6
You're right . I don't have to come , but I wan na tell you something .	8, 4	['8', ' 4']	8
Blow it , [PERSON] !	1	['1']	1
Count could teach me of [LOCATION] .	2	['2']	2
He is responsible .	8	['8']	8
You're sure of that , are you ?	7	['7']	7
Look what I found .	5	['5']	5
Because of your colonel's stubbornness we are far behind schedule .	1	['1']	1
He ran over [LOCATION] like you'd run over a dog and never bothered to stop his car .	3	['3']	3
Yes , everybody . Very good .	5	['5']	5
I'm sick and tired of hearing about him .	3	['3']	3
Is it that you think it'll be better for ... for all of us if you go away ?	6	['6']	6
You trying to say capisce ? Yeah .	2	['2']	2
You know I don't understand that shit .	1	['1']	1
You're here to repent your sins , is it ?	1	['1']	1
Can he present to proof D  ? 	2	['2']	2
Hello ?	7	['7']	7
I said pay him !	1	['1']	1
These bills are put together by legal minds after long study .	8	['8']	8
Up yours !	1, 3	['1', ' 3']	1
Why did you lie to me ?	3	['3']	3
Get a job , dummy .	3	['3']	3
What are you doing ? You can't come here . - Listen , [PERSON] .	1	['1']	1
Weren't nice of you fellas , trying to steal another man's horse .	3	['3']	3
No , you mustn't !	1	['1']	1
No further questions .	3	['3']	3
We've got the best soldiers in the German army here .	8	['8']	8
So that -- so she stays happy .	8, 5	['8', ' 5']	8
So the police are extended giving the famous protection , for which we are justly proud in this country , for a finger , eh ?	6, 7	['6', ' 7']	6
I mean the commissioner and the mayor decided not to set a precedent inviting every maniac in this city to kidnap someone .	1	['1']	1
My God , she's coming inside . Oh , God .	4	['4']	4
You get your belly full of food , and you're a lover .	5	['5']	5
I was just calling because I'm having a game night .	7	['7']	7
And how do you know that ?	8, 1	['8', ' 1']	8
A fortunate young man .	5	['5']	5
♪ A media - opoly ♪	5	['5']	5
You have a very nice little boy , madame .	5	['5']	5
God , what's our status ?	4	['4']	4
When did that start ?	7	['7']	7
Yes , sir , that is some good joke .	5	['5']	5
I'm thinking about my own ass .	5	['5']	5
Leon , I want to confess .	8	['8']	8
Get off my roof !	1	['1']	1
I love you too much , you know that .	5	['5']	5
You're a great naval hero .	8	['8']	8
All I've got are a lot of bad habits and a lot of bad debts .	6	['6']	6
I'm not asking you , I'm telling you . You're in danger .	1, 4	['1', ' 4']	1
I'll give you one more chance .	8	['8']	8
I got a ship to run .	8, 5	['8', ' 5']	8
They're called a jury .	2	['2']	2
I didn't ask you , [PERSON] .	1	['1']	1
You know I've never been able to give you very much .	6	['6']	6
Tell me publishing dates . 	2	['2']	2
I wish you could spend some time with him .	6	['6']	6
If we push this , who are we pushing against ?	2, 4	['2', ' 4']	2
This line of questioning doesn't seem particularly relevant .	1	['1']	1
He's keeping his promise to [PERSON] in his own way .	8	['8']	8
Now we have all the assholes in one room .	3	['3']	3
Take her , please .	4, 6	['4', ' 6']	4
But he was not here yesterday .	5	['5']	5
We take this , they'll booger us forever !	4	['4']	4
I think you want a drink .	2	['2']	2
Don't come in !	1	['1']	1
You go expecting these things to happen and they do .	7	['7']	7
Welcome to [LOCATION] .	2	['2']	2
Safe from what ?	7	['7']	7
You know , you're expecting too much from that formula of B - 4 , Mr Oxly .	1	['1']	1
The King accepts our proposal with great enthusiasm .	8, 2, 5	['8', ' 2', ' 5']	8
Yeah . You should stay , [PERSON] .	8	['8']	8
Manchester has a good drummer .	8, 5	['8', ' 5']	8
I don't feel very good .	3, 4, 6	['3', ' 4', ' 6']	3
But [PERSON] is a very good chancellor .	8	['8']	8
Now you can show Papa some of them tricks .	2	['2']	2
The things are walking fast , my friend . Perhaps fast too much .	7	['7']	7
This is not civilized !	1	['1']	1
You have nothing to fear .	8	['8']	8
This is no time for jokes .	1	['1']	1
He seemed nice enough to me .	8	['8']	8
We won .	5	['5']	5
You gonna invite us in ?	1	['1']	1
That's why I'm takin' off , like right now .	2	['2']	2
All that fighting in there wore me out .	6	['6']	6
And don't waste none of his time , because he ain't staying around long .	1	['1']	1
You've got the part , [PERSON] .	5, 7	['5', ' 7']	5
Ned will tell you exactly when to put in an appearance .	2	['2']	2
What'll they say ?	2	['2']	2
In the old days when we nicked someone no one got hurt , and no one lost anything very much .	1	['1']	1
She passed her genes down to you in all the right places .	5	['5']	5
He's hurt bad .	6	['6']	6
I'm obliged for your hospitality .	8	['8']	8
Yes , sir , my apologies .	6	['6']	6
Gim me a good reason why not .	1	['1']	1
Hang on . Here we go .	2	['2']	2
I request a recess .	7	['7']	7
Grow up . Leave your mother .	3, 6	['3', ' 6']	3
With the speechwriting , I don't want to do it anymore .	3	['3']	3
He doesn't want any trouble with anyone .	8	['8']	8
They got ta be punished .	3	['3']	3
Give me a break , we just met !	1	['1']	1
I don't know , the words just slipped out .	7	['7']	7
You hadn't had much contact with her , then ?	6, 7	['6', ' 7']	6
Sorry , sir . Careless .	3, 6	['3', ' 6']	3
I'll meet you there .	2	['2']	2
Where's your sense of humor ?	7	['7']	7
I hope that while we're waiting , another disaster doesn't occur .	4	['4']	4
And one other thing :	1, 2	['1', ' 2']	1
I had it great .	5	['5']	5
Don't bother explaining	8	['8']	8
I'm sorry this had to happen , [PERSON] .	6	['6']	6
Let me in !	1, 4	['1', ' 4']	1
I respect your new life .	8	['8']	8
Get outta here , you goddamn parasite .	3	['3']	3
You don't even have a yellow thing and your green thing is brown .	3	['3']	3
Let's go see the bearded lady .	5	['5']	5
Please , you have to let me go .	4	['4']	4
Came here to play .	2	['2']	2
This is an important assignment .	2	['2']	2
Blast off .	1	['1']	1
Is it , perhaps , that this cause is too hopeless ?	4	['4']	4
I am through being a go - between for you and your dream girl .	1	['1']	1
Oh , [PERSON] , darling , we were expecting you .	2	['2']	2
Please , give me another chance .	3, 6	['3', ' 6']	3
I could not get it off , [PERSON] .	4	['4']	4
It's a fucking slaughter , Lieutenant .	6	['6']	6
Miss [PERSON] , I've been looking for you .	2	['2']	2
Poor girl .	6	['6']	6
I won the damn title and they think I'm a bum !	1	['1']	1
We're on vacation .	5	['5']	5
Looks like we're going that way .	7	['7']	7
Try me .	8, 1, 2	['8', ' 1', ' 2']	8
Every word that boy said about [PERSON] and me and graft and the rotten political corruption of my state is true !	8	['8']	8
Yeah , I'm gonna feed her .	8, 2	['8', ' 2']	8
A sequined gown dragging me down .	6	['6']	6
Director of Central Intelligence would give to Carters the president - elect all of the information he had on the potential existence of extraterrestrial life , and the issue of whether or not any of the UFO vehicles might be vehicles from another star system .	8	['8']	8
She busted out in a Vegas faro game .	1	['1']	1
That's not music .	3	['3']	3
Christ ! We've got no alternative .	1	['1']	1
Happiness is something I know nothing about .	6	['6']	6
Now , keep your mouth shut until you can say something suitable .	1, 3	['1', ' 3']	1
Was that you ?	1, 7	['1', ' 7']	1
I'm sure you feel the same about me , so let's stay out of each other's way .	3	['3']	3
One last thing . If you could return this to [PERSON]'s for me , please ?	2	['2']	2
X-Ray , this is Bad Karma .	4	['4']	4
Well then let's have fun , baby .	2	['2']	2
It's not going to be easy .	4	['4']	4
Surprise , surprise .	1, 3	['1', ' 3']	1
I'm so happy to see you .	5	['5']	5
I think the least people could do is to say they're sorry , or ... something .	6	['6']	6
I'll make amends .	8, 2, 4, 6	['8', ' 2', ' 4', ' 6']	8
Exactly how inexpensive ?	7	['7']	7
As if he isn't going to be hurt enough , she has to twist a knife in him too .	3	['3']	3
That should give you the real overview of where we're headed .	2	['2']	2
They'll do everything that can be done .	8	['8']	8
I was ambitious then .	6	['6']	6
[PERSON] , don't press it this time .	1	['1']	1
[PERSON] planted something up in his office to frame me .	3	['3']	3
She has such a beautiful mouth too .	5	['5']	5
But . .	6, 7	['6', ' 7']	6
Okay , I need you to calm down , okay ?	1, 4	['1', ' 4']	1
Has anyone considered trying , Open sesame  ? 	1	['1']	1
Let's straighten up and fly right .	8	['8']	8
I said I was sorry . That's the end of it .	8, 1	['8', ' 1']	8
Then why do you show me no respect ?	1	['1']	1
I've got a plan .	2, 5	['2', ' 5']	2
If not [PERSON] , who is it ?	7	['7']	7
When will you start paying the cops so they'll go back to work ?	2	['2']	2
Want me to pick out one for you , Dutch ?	8	['8']	8
Thank you for my victories and for my defeats .	8	['8']	8
I'm falling ...	6	['6']	6
Everybody ready ?	2	['2']	2
Where ... ?	2	['2']	2
Isn't it divine ?	5	['5']	5
♪ What a wonderful world ♪	8, 5	['8', ' 5']	8
Aw . What happened ?	6, 7	['6', ' 7']	6
Well , yesterday , he was just a guy working in the Department of City Planning .	3	['3']	3
She has a lovely time .	5	['5']	5
Feel the burn . Let me get you a drink .	2, 5	['2', ' 5']	2
You dare hold your queen up to ridicule ?	3	['3']	3
What's happening ?	2	['2']	2
We can protect you . If you stay here , they're gonna find you .	8	['8']	8
I fell over my feet most of the time .	6	['6']	6
Come on , the tougher the competition , the better you used to like it .	2, 5	['2', ' 5']	2
That's no good .	3	['3']	3
Don't be sure .	1, 3	['1', ' 3']	1
It's nice to see you again .	5	['5']	5
They took the one with the collar ?	1, 4, 6, 7	['1', ' 4', ' 6', ' 7']	1
He's not here , darling .	6, 7	['6', ' 7']	6
I should have taken the bus .	1	['1']	1
But it's now the military industrial intelligence complex that are moving bureaucratically towards establishing dominion and control over the entire democratic process in the country .	4	['4']	4
You have to wash up all over or no dinner .	3	['3']	3
I'm gonna leave .	1	['1']	1
The devil with him !	1	['1']	1
I came home because I didn't want to worry you .	8, 5	['8', ' 5']	8
Hurry , it's lovely up here	5	['5']	5
Didn't you talk about a boys camp ?	7	['7']	7
He'll be at the beach tomorrow .	2	['2']	2
You ought to come down sometime .	2	['2']	2
You came up here to kill me , didn't you ?	4	['4']	4
I saw the same book in her room .	7	['7']	7
Are we there yet ?	2	['2']	2
This is a dreadful miscarriage .	6	['6']	6
[PERSON] , he shouldn't be up here .	1, 7	['1', ' 7']	1
What you looking for ?	2	['2']	2
What can he do ?	2	['2']	2
No diaphragm in that lady . What happened to it ?	2, 4, 7	['2', ' 4', ' 7']	2
